"ID","LawID","x","y"
92,50606038005,406451,230828
93,50606038005,406428,230809
94,50606038005,406406,230828
95,50606038005,406392,230816
96,50606038005,406380,230791
97,50606038005,406365,230796
98,50606038005,406355,230829
99,50606038006,406109,230481
100,50606038006,406158,230484
101,50606038006,406191,230477
102,50606038006,406213,230470
103,50606038006,406209,230407
104,50606038006,406233,230361
105,50606038006,406208,230319
106,50606038006,406184,230294
107,50606038006,406141,230328
108,50606038006,406168,230373
109,50606038006,406141,230394
110,50606038006,406096,230376
111,50606038006,406061,230385
112,50606038006,406078,230406
113,50606038006,406109,230413
114,50606038006,406093,230448
115,50606038006,406109,230481
116,50606038007,406080,230611
117,50606038007,406130,230635
118,50606038007,406146,230672
119,50606038007,406167,230679
120,50606038007,406187,230651
121,50606038007,406216,230636
122,50606038007,406237,230618
123,50606038007,406209,230593
124,50606038007,406185,230578
125,50606038007,406178,230549
126,50606038007,406144,230514
127,50606038007,406117,230526
128,50606038007,406114,230566
129,50606038007,406080,230611
130,50606038008,405888,230628
131,50606038008,405955,230626
132,50606038008,406002,230630
133,50606038008,406021,230632
134,50606038008,406028,230632
135,50606038008,406081,230606
136,50606038008,406097,230582
137,50606038008,406076,230586
138,50606038008,406060,230575
139,50606038008,406053,230566
140,50606038008,406062,230554
141,50606038008,406036,230536
142,50606038008,406011,230529
143,50606038008,405984,230529
144,50606038008,405970,230548
145,50606038008,405942,230573
146,50606038008,405917,230593
147,50606038008,405885,230616
148,50606038008,405888,230628
149,50606038009,406089,230813
150,50606038009,406115,230787
151,50606038009,406111,230759
152,50606038009,406121,230747
153,50606038009,406141,230750
154,50606038009,406156,230747
155,50606038009,406151,230712
156,50606038009,406117,230686
157,50606038009,406062,230651
158,50606038009,406055,230647
159,50606038009,406029,230648
160,50606038009,406029,230649
161,50606038009,406017,230671
162,50606038009,406007,230702
163,50606038009,406002,230727
164,50606038009,405996,230744
165,50606038009,405995,230749
166,50606038009,406089,230813
167,50606038010,406002,230630
168,50606038010,406002,230655
169,50606038010,406000,230664
170,50606038010,405976,230655
171,50606038010,405945,230651
172,50606038010,405939,230660
173,50606038010,405939,230666
174,50606038010,405939,230685
175,50606038010,405933,230717
176,50606038010,405942,230721
177,50606038010,405954,230727
178,50606038010,405996,230744
179,50606038010,406002,230727
180,50606038010,406007,230702
181,50606038010,406017,230671
182,50606038010,406029,230649
183,50606038010,406020,230640
184,50606038010,406021,230632
185,50606038010,406002,230630
186,50606038011,405939,230666
187,50606038011,405901,230664
188,50606038011,405872,230664
189,50606038011,405832,230684
190,50606038011,405803,230671
191,50606038011,405798,230647
192,50606038011,405766,230647
193,50606038011,405754,230655
194,50606038011,405782,230716
195,50606038011,405820,230734
196,50606038011,405811,230754
197,50606038011,405802,230791
198,50606038011,405834,230819
199,50606038011,405838,230839
200,50606038011,405818,230877
201,50606038011,405853,230933
202,50606038011,405889,230933
203,50606038011,405898,230894
204,50606038011,405880,230844
205,50606038011,405910,230824
206,50606038011,405917,230755
207,50606038011,405931,230751
208,50606038011,405942,230721
209,50606038011,405933,230717
210,50606038011,405939,230685
211,50606038011,405939,230666
212,50606038012,405693,230665
213,50606038012,405659,230667
214,50606038012,405659,230677
215,50606038012,405648,230710
216,50606038012,405630,230751
217,50606038012,405621,230776
218,50606038012,405610,230807
219,50606038012,405600,230826
220,50606038012,405606,230829
221,50606038012,405636,230819
222,50606038012,405658,230817
223,50606038012,405685,230819
224,50606038012,405713,230833
225,50606038012,405732,230843
226,50606038012,405744,230849
227,50606038012,405745,230848
228,50606038012,405732,230816
229,50606038012,405715,230772
230,50606038012,405711,230755
231,50606038012,405717,230738
232,50606038012,405712,230706
233,50606038012,405693,230665
234,50606038013,405600,230826
235,50606038013,405593,230839
236,50606038013,405589,230869
237,50606038013,405581,230894
238,50606038013,405623,230934
239,50606038013,405687,230942
240,50606038013,405689,230933
241,50606038013,405716,230926
242,50606038013,405725,230884
243,50606038013,405744,230849
244,50606038013,405732,230843
245,50606038013,405713,230833
246,50606038013,405685,230819
247,50606038013,405658,230817
248,50606038013,405636,230819
249,50606038013,405606,230829
250,50606038013,405600,230826
251,50606038014,406323,231172
252,50606038014,406436,231129
253,50606038014,406519,231088
254,50606038014,406551,231068
255,50606038014,406563,231060
256,50606038014,406552,231033
257,50606038014,406563,231008
258,50606038014,406524,231007
259,50606038014,406533,231060
260,50606038014,406500,231068
261,50606038014,406494,231032
262,50606038014,406473,231012
263,50606038014,406442,231002
264,50606038014,406410,231004
265,50606038014,406380,231008
266,50606038014,406356,231016
267,50606038014,406342,231021
268,50606038014,406341,231026
269,50606038014,406340,231065
270,50606038014,406322,231106
271,50606038014,406306,231139
272,50606038014,406269,231180
273,50606038014,406268,231181
274,50606038014,406262,231190
275,50606038014,406323,231172
276,50606038015,406341,231026
277,50606038015,406318,231020
278,50606038015,406266,231014
279,50606038015,406216,231015
280,50606038015,406215,231052
281,50606038015,406158,231081
282,50606038015,406113,231072
283,50606038015,406053,231081
284,50606038015,406044,231094
285,50606038015,406023,231121
286,50606038015,406062,231160
287,50606038015,406102,231184
288,50606038015,406129,231189
289,50606038015,406154,231193
290,50606038015,406220,231193
291,50606038015,406268,231181
292,50606038015,406269,231180
293,50606038015,406306,231139
294,50606038015,406322,231106
295,50606038015,406340,231065
296,50606038015,406341,231026
297,50606038016,406044,231094
298,50606038016,406023,231094
299,50606038016,405979,231111
300,50606038016,405942,231129
301,50606038016,405943,231182
302,50606038016,405905,231186
303,50606038016,405890,231236
304,50606038016,405921,231265
305,50606038016,405951,231291
306,50606038016,406002,231268
307,50606038016,406043,231252
308,50606038016,406097,231231
309,50606038016,406129,231189
310,50606038016,406102,231184
311,50606038016,406062,231160
312,50606038016,406023,231121
313,50606038016,406044,231094
314,50606038017,405482,230789
315,50606038017,405470,230794
316,50606038017,405470,230809
317,50606038017,405459,230831
318,50606038017,405446,230858
319,50606038017,405422,230881
320,50606038017,405389,230936
321,50606038017,405424,230945
322,50606038017,405471,230950
323,50606038017,405490,230922
324,50606038017,405530,230884
325,50606038017,405543,230848
326,50606038017,405511,230805
327,50606038017,405482,230789
328,50606038018,405313,230937
329,50606038018,405364,230926
330,50606038018,405375,230929
331,50606038018,405388,230891
332,50606038018,405400,230858
333,50606038018,405414,230826
334,50606038018,405433,230799
335,50606038018,405436,230774
336,50606038018,405413,230769
337,50606038018,405387,230780
338,50606038018,405368,230799
339,50606038018,405352,230823
340,50606038018,405338,230847
341,50606038018,405326,230872
342,50606038018,405311,230892
343,50606038018,405303,230912
344,50606038018,405313,230937
345,50606038019,405531,231179
346,50606038019,405546,231120
347,50606038019,405559,231068
348,50606038019,405574,231020
349,50606038019,405571,230982
350,50606038019,405524,230954
351,50606038019,405501,230928
352,50606038019,405476,230953
353,50606038019,405462,230981
354,50606038019,405381,230969
355,50606038019,405352,230967
356,50606038019,405364,231047
357,50606038019,405357,231093
358,50606038019,405349,231136
359,50606038019,405346,231168
360,50606038019,405346,231196
361,50606038019,405390,231204
362,50606038019,405427,231225
363,50606038019,405442,231235
364,50606038019,405490,231209
365,50606038019,405531,231179
366,50606032020,405856,230354
367,50606032020,405844,230362
368,50606032020,405819,230375
369,50606032020,405799,230389
370,50606032020,405791,230404
371,50606032020,405778,230418
372,50606032020,405770,230429
373,50606032020,405745,230448
374,50606032020,405722,230463
375,50606032020,405688,230491
376,50606032020,405693,230500
377,50606032020,405699,230524
378,50606032020,405709,230557
379,50606032020,405756,230520
380,50606032020,405773,230508
381,50606032020,405789,230487
382,50606032020,405801,230474
383,50606032020,405822,230451
384,50606032020,405841,230429
385,50606032020,405850,230405
386,50606032020,405863,230383
387,50606032020,405873,230362
388,50606032020,405856,230354
389,50606032021,405673,230463
390,50606032021,405703,230450
391,50606032021,405724,230429
392,50606032021,405757,230400
393,50606032021,405781,230383
394,50606032021,405800,230367
395,50606032021,405815,230354
396,50606032021,405841,230343
397,50606032021,405865,230336
398,50606032021,405884,230330
399,50606032021,405883,230301
400,50606032021,405860,230285
401,50606032021,405839,230291
402,50606032021,405830,230315
403,50606032021,405799,230326
404,50606032021,405769,230334
405,50606032021,405742,230352
406,50606032021,405725,230367
407,50606032021,405709,230379
408,50606032021,405693,230391
409,50606032021,405675,230400
410,50606032021,405651,230408
411,50606032021,405666,230424
412,50606032021,405676,230434
413,50606032021,405673,230463
414,50606032022,405703,230352
415,50606032022,405745,230328
416,50606032022,405777,230315
417,50606032022,405795,230309
418,50606032022,405777,230276
419,50606032022,405752,230286
420,50606032022,405738,230293
421,50606032022,405717,230303
422,50606032022,405709,230313
423,50606032022,405703,230352
424,50606032023,405717,230270
425,50606032023,405737,230280
426,50606032023,405750,230264
427,50606032023,405775,230221
428,50606032023,405791,230196
429,50606032023,405819,230187
430,50606032023,405816,230168
431,50606032023,405791,230160
432,50606032023,405763,230178
433,50606032023,405748,230196
434,50606032023,405729,230221
435,50606032023,405717,230240
436,50606032023,405708,230254
437,50606032023,405717,230270
438,50606032024,405253,230651
439,50606032024,405344,230654
440,50606032024,405416,230658
441,50606032024,405440,230657
442,50606032024,405454,230639
443,50606032024,405492,230608
444,50606032024,405517,230586
445,50606032024,405531,230575
446,50606032024,405482,230576
447,50606032024,405431,230568
448,50606032024,405364,230547
449,50606032024,405334,230538
450,50606032024,405331,230537
451,50606032024,405307,230559
452,50606032024,405299,230576
453,50606032024,405289,230600
454,50606032024,405253,230651
455,50606032025,405440,230657
456,50606032025,405500,230657
457,50606032025,405629,230643
458,50606032025,405655,230643
459,50606032025,405677,230618
460,50606032025,405668,230608
461,50606032025,405654,230592
462,50606032025,405598,230589
463,50606032025,405569,230584
464,50606032025,405532,230575
465,50606032025,405531,230575
466,50606032025,405517,230586
467,50606032025,405492,230608
468,50606032025,405454,230639
469,50606032025,405440,230657
470,50606032026,405490,230436
471,50606032026,405468,230444
472,50606032026,405423,230455
473,50606032026,405418,230460
474,50606032026,405402,230474
475,50606032026,405376,230475
476,50606032026,405340,230500
477,50606032026,405340,230516
478,50606032026,405340,230522
479,50606032026,405334,230538
480,50606032026,405364,230547
481,50606032026,405431,230568
482,50606032026,405482,230576
483,50606032026,405531,230575
484,50606032026,405541,230565
485,50606032026,405545,230545
486,50606032026,405532,230512
487,50606032026,405512,230469
488,50606032026,405509,230446
489,50606032026,405490,230436
490,50606032027,405668,230608
491,50606032027,405688,230563
492,50606032027,405692,230519
493,50606032027,405673,230479
494,50606032027,405670,230434
495,50606032027,405643,230405
496,50606032027,405638,230405
497,50606032027,405614,230404
498,50606032027,405552,230410
499,50606032027,405547,230412
500,50606032027,405525,230421
501,50606032027,405503,230432
502,50606032027,405490,230436
503,50606032027,405509,230446
504,50606032027,405512,230469
505,50606032027,405532,230512
506,50606032027,405545,230545
507,50606032027,405541,230565
508,50606032027,405531,230575
509,50606032027,405532,230575
510,50606032027,405569,230584
511,50606032027,405598,230589
512,50606032027,405654,230592
513,50606032027,405668,230608
514,50606032028,405466,230376
515,50606032028,405466,230377
516,50606032028,405425,230393
517,50606032028,405378,230413
518,50606032028,405373,230414
519,50606032028,405392,230430
520,50606032028,405401,230445
521,50606032028,405410,230454
522,50606032028,405418,230460
523,50606032028,405423,230455
524,50606032028,405468,230444
525,50606032028,405490,230436
526,50606032028,405503,230432
527,50606032028,405525,230421
528,50606032028,405547,230412
529,50606032028,405539,230401
530,50606032028,405507,230389
531,50606032028,405466,230376
532,50606032029,405638,230405
533,50606032029,405643,230360
534,50606032029,405651,230335
535,50606032029,405625,230339
536,50606032029,405589,230336
537,50606032029,405541,230310
538,50606032029,405509,230326
539,50606032029,405476,230358
540,50606032029,405466,230376
541,50606032029,405507,230389
542,50606032029,405539,230401
543,50606032029,405547,230412
544,50606032029,405552,230410
545,50606032029,405614,230404
546,50606032029,405638,230405
547,50606032030,405378,230413
548,50606032030,405352,230403
549,50606032030,405332,230410
550,50606032030,405314,230416
551,50606032030,405294,230432
552,50606032030,405266,230462
553,50606032030,405289,230482
554,50606032030,405319,230511
555,50606032030,405340,230516
556,50606032030,405340,230500
557,50606032030,405376,230475
558,50606032030,405402,230474
559,50606032030,405418,230460
560,50606032030,405410,230454
561,50606032030,405401,230445
562,50606032030,405392,230430
563,50606032030,405373,230414
564,50606032030,405378,230413
565,50606030031,405753,229466
566,50606030031,405777,229482
567,50606030031,405798,229468
568,50606030031,405812,229470
569,50606030031,405814,229470
570,50606030031,405837,229462
571,50606030031,405855,229453
572,50606030031,405895,229425
573,50606030031,405920,229388
574,50606030031,405954,229352
575,50606030031,405957,229349
576,50606030031,405936,229321
577,50606030031,405893,229269
578,50606030031,405859,229241
579,50606030031,405814,229220
580,50606030031,405807,229251
581,50606030031,405798,229284
582,50606030031,405785,229315
583,50606030031,405778,229345
584,50606030031,405772,229359
585,50606030031,405770,229386
586,50606030031,405770,229420
587,50606030031,405753,229466
588,50606030032,405812,229470
589,50606030032,405821,229501
590,50606030032,405818,229532
591,50606030032,405802,229555
592,50606030032,405835,229563
593,50606030032,405885,229564
594,50606030032,405957,229561
595,50606030032,405961,229543
596,50606030032,405990,229538
597,50606030032,405989,229506
598,50606030032,405982,229462
599,50606030032,406012,229460
600,50606030032,406032,229491
601,50606030032,406057,229477
602,50606030032,406040,229453
603,50606030032,406003,229408
604,50606030032,405977,229368
605,50606030032,405954,229352
606,50606030032,405920,229388
607,50606030032,405895,229425
608,50606030032,405855,229453
609,50606030032,405837,229462
610,50606030032,405814,229470
611,50606030032,405812,229470
612,50606030033,405534,229527
613,50606030033,405553,229560
614,50606030033,405580,229551
615,50606030033,405594,229531
616,50606030033,405594,229530
617,50606030033,405609,229505
618,50606030033,405646,229466
619,50606030033,405662,229446
620,50606030033,405671,229428
621,50606030033,405672,229405
622,50606030033,405694,229366
623,50606030033,405696,229345
624,50606030033,405696,229342
625,50606030033,405708,229318
626,50606030033,405719,229296
627,50606030033,405732,229253
628,50606030033,405736,229227
629,50606030033,405713,229219
630,50606030033,405686,229241
631,50606030033,405657,229284
632,50606030033,405633,229311
633,50606030033,405625,229350
634,50606030033,405618,229376
635,50606030033,405616,229401
636,50606030033,405600,229419
637,50606030033,405581,229442
638,50606030033,405569,229468
639,50606030033,405555,229495
640,50606030033,405534,229527
641,50606030034,405650,229691
642,50606030034,405671,229671
643,50606030034,405670,229654
644,50606030034,405710,229640
645,50606030034,405737,229618
646,50606030034,405741,229596
647,50606030034,405769,229588
648,50606030034,405785,229571
649,50606030034,405792,229523
650,50606030034,405781,229486
651,50606030034,405755,229503
652,50606030034,405769,229544
653,50606030034,405768,229550
654,50606030034,405727,229546
655,50606030034,405704,229564
656,50606030034,405683,229573
657,50606030034,405662,229580
658,50606030034,405641,229589
659,50606030034,405645,229613
660,50606030034,405646,229645
661,50606030034,405651,229658
662,50606030034,405650,229691
663,50606030035,405594,229531
664,50606030035,405630,229559
665,50606030035,405642,229580
666,50606030035,405658,229565
667,50606030035,405649,229538
668,50606030035,405657,229527
669,50606030035,405704,229502
670,50606030035,405712,229497
671,50606030035,405721,229466
672,50606030035,405728,229452
673,50606030035,405733,229408
674,50606030035,405735,229374
675,50606030035,405711,229354
676,50606030035,405696,229345
677,50606030035,405694,229366
678,50606030035,405672,229405
679,50606030035,405671,229428
680,50606030035,405662,229446
681,50606030035,405646,229466
682,50606030035,405609,229505
683,50606030035,405594,229530
684,50606030035,405594,229531
685,50606030036,405903,230145
686,50606030036,405897,230091
687,50606030036,405882,230023
688,50606030036,405878,230024
689,50606030036,405823,230044
690,50606030036,405793,230060
691,50606030036,405745,230086
692,50606030036,405741,230088
693,50606030036,405713,230111
694,50606030036,405688,230125
695,50606030036,405622,230129
696,50606030036,405598,230130
697,50606030036,405600,230138
698,50606030036,405609,230190
699,50606030036,405606,230229
700,50606030036,405605,230235
701,50606030036,405622,230230
702,50606030036,405658,230214
703,50606030036,405688,230199
704,50606030036,405736,230182
705,50606030036,405753,230171
706,50606030036,405786,230149
707,50606030036,405811,230152
708,50606030036,405844,230153
709,50606030036,405903,230145
710,50606030037,405878,230024
711,50606030037,405883,230006
712,50606030037,405916,229998
713,50606030037,405913,229961
714,50606030037,405944,229962
715,50606030037,405954,229863
716,50606030037,405891,229868
717,50606030037,405862,229864
718,50606030037,405859,229919
719,50606030037,405821,229912
720,50606030037,405805,229923
721,50606030037,405801,229965
722,50606030037,405766,229978
723,50606030037,405756,230021
724,50606030037,405740,230048
725,50606030037,405745,230086
726,50606030037,405793,230060
727,50606030037,405823,230044
728,50606030037,405878,230024
729,50606030038,405645,229917
730,50606030038,405702,229917
731,50606030038,405731,229911
732,50606030038,405755,229899
733,50606030038,405786,229891
734,50606030038,405815,229878
735,50606030038,405823,229874
736,50606030038,405821,229797
737,50606030038,405819,229767
738,50606030038,405747,229761
739,50606030038,405713,229785
740,50606030038,405682,229810
741,50606030038,405662,229821
742,50606030038,405633,229821
743,50606030038,405605,229833
744,50606030038,405598,229847
745,50606030038,405614,229891
746,50606030038,405610,229912
747,50606030038,405645,229917
748,50606030039,405429,229837
749,50606030039,405481,229842
750,50606030039,405532,229826
751,50606030039,405571,229821
752,50606030039,405594,229778
753,50606030039,405613,229745
754,50606030039,405610,229700
755,50606030039,405605,229687
756,50606030039,405585,229683
757,50606030039,405557,229682
758,50606030039,405526,229702
759,50606030039,405511,229712
760,50606030039,405487,229736
761,50606030039,405481,229736
762,50606030039,405448,229761
763,50606030039,405418,229769
764,50606030039,405432,229792
765,50606030039,405432,229819
766,50606030039,405429,229837
767,50606030040,405470,229730
768,50606030040,405503,229694
769,50606030040,405523,229671
770,50606030040,405540,229657
771,50606030040,405526,229633
772,50606030040,405522,229604
773,50606030040,405519,229588
774,50606030040,405489,229617
775,50606030040,405470,229645
776,50606030040,405452,229663
777,50606030040,405421,229677
778,50606030040,405397,229698
779,50606030040,405444,229731
780,50606030040,405452,229747
781,50606030040,405470,229730
782,50606030041,405261,229781
783,50606030041,405314,229798
784,50606030041,405303,229810
785,50606030041,405334,229815
786,50606030041,405364,229818
787,50606030041,405409,229835
788,50606030041,405424,229814
789,50606030041,405428,229800
790,50606030041,405416,229765
791,50606030041,405392,229727
792,50606030041,405377,229723
793,50606030041,405348,229716
794,50606030041,405322,229722
795,50606030041,405280,229744
796,50606030041,405261,229781
797,50606030044,405540,229945
798,50606030044,405538,229931
799,50606030044,405553,229898
800,50606030044,405534,229849
801,50606030044,405512,229855
802,50606030044,405490,229864
803,50606030044,405471,229868
804,50606030044,405450,229875
805,50606030044,405417,229882
806,50606030044,405421,229923
807,50606030044,405415,229945
808,50606030044,405425,229957
809,50606030044,405469,229954
810,50606030044,405501,229948
811,50606030044,405540,229945
812,50606017047,401234,227802
813,50606017047,401220,227825
814,50606017047,401212,227845
815,50606017047,401220,227861
816,50606017047,401235,227865
817,50606017047,401244,227869
818,50606017047,401260,227870
819,50606017047,401263,227883
820,50606017047,401271,227885
821,50606017047,401282,227877
822,50606017047,401285,227833
823,50606017047,401270,227833
824,50606017047,401249,227827
825,50606017047,401251,227810
826,50606017047,401234,227802
827,50606017048,401334,227967
828,50606017048,401348,227955
829,50606017048,401367,227946
830,50606017048,401374,227937
831,50606017048,401381,227912
832,50606017048,401368,227903
833,50606017048,401344,227895
834,50606017048,401335,227916
835,50606017048,401326,227945
836,50606017048,401334,227967
837,50606017049,401360,227961
838,50606017049,401379,227977
839,50606017049,401386,227986
840,50606017049,401397,227982
841,50606017049,401395,227973
842,50606017049,401409,227968
843,50606017049,401434,227973
844,50606017049,401465,227986
845,50606017049,401493,228001
846,50606017049,401525,228003
847,50606017049,401532,228000
848,50606017049,401530,227983
849,50606017049,401529,227972
850,50606017049,401549,227978
851,50606017049,401556,227979
852,50606017049,401562,227959
853,50606017049,401578,227939
854,50606017049,401524,227929
855,50606017049,401504,227925
856,50606017049,401480,227916
857,50606017049,401456,227902
858,50606017049,401430,227895
859,50606017049,401409,227888
860,50606017049,401393,227911
861,50606017049,401384,227934
862,50606017049,401384,227951
863,50606017049,401360,227961
864,50606017050,401354,227801
865,50606017050,401362,227821
866,50606017050,401353,227838
867,50606017050,401378,227843
868,50606017050,401402,227848
869,50606017050,401420,227853
870,50606017050,401440,227867
871,50606017050,401462,227874
872,50606017050,401489,227878
873,50606017050,401504,227885
874,50606017050,401508,227905
875,50606017050,401532,227915
876,50606017050,401551,227920
877,50606017050,401560,227895
878,50606017050,401561,227890
879,50606017050,401564,227873
880,50606017050,401571,227858
881,50606017050,401584,227834
882,50606017050,401579,227833
883,50606017050,401565,227831
884,50606017050,401582,227804
885,50606017050,401600,227765
886,50606017050,401584,227759
887,50606017050,401566,227771
888,50606017050,401534,227774
889,50606017050,401524,227761
890,50606017050,401527,227749
891,50606017050,401503,227747
892,50606017050,401479,227745
893,50606017050,401453,227743
894,50606017050,401421,227748
895,50606017050,401397,227752
896,50606017050,401371,227778
897,50606017050,401354,227801
898,50606017051,401570,227949
899,50606017051,401585,227957
900,50606017051,401605,227965
901,50606017051,401614,227989
902,50606017051,401653,228027
903,50606017051,401661,227996
904,50606017051,401673,227956
905,50606017051,401670,227946
906,50606017051,401650,227935
907,50606017051,401621,227925
908,50606017051,401587,227928
909,50606017051,401579,227938
910,50606017051,401570,227949
911,50606017052,401642,227754
912,50606017052,401640,227765
913,50606017052,401642,227765
914,50606017052,401678,227773
915,50606017052,401733,227797
916,50606017052,401758,227805
917,50606017052,401779,227809
918,50606017052,401780,227809
919,50606017052,401777,227799
920,50606017052,401762,227790
921,50606017052,401753,227773
922,50606017052,401749,227762
923,50606017052,401756,227731
924,50606017052,401756,227706
925,50606017052,401737,227705
926,50606017052,401696,227710
927,50606017052,401644,227721
928,50606017052,401642,227754
929,50606017053,401642,227765
930,50606017053,401632,227777
931,50606017053,401626,227764
932,50606017053,401609,227778
933,50606017053,401590,227807
934,50606017053,401579,227833
935,50606017053,401584,227834
936,50606017053,401571,227858
937,50606017053,401564,227873
938,50606017053,401561,227890
939,50606017053,401560,227895
940,50606017053,401562,227903
941,50606017053,401568,227914
942,50606017053,401621,227921
943,50606017053,401654,227906
944,50606017053,401672,227910
945,50606017053,401688,227923
946,50606017053,401702,227945
947,50606017053,401741,227941
948,50606017053,401772,227934
949,50606017053,401781,227919
950,50606017053,401779,227898
951,50606017053,401782,227885
952,50606017053,401772,227867
953,50606017053,401779,227836
954,50606017053,401784,227818
955,50606017053,401779,227809
956,50606017053,401758,227805
957,50606017053,401733,227797
958,50606017053,401678,227773
959,50606017053,401642,227765
960,50606017054,401513,228051
961,50606017054,401523,228078
962,50606017054,401541,228112
963,50606017054,401573,228109
964,50606017054,401593,228106
965,50606017054,401618,228092
966,50606017054,401602,228084
967,50606017054,401595,228077
968,50606017054,401575,228039
969,50606017054,401559,228043
970,50606017054,401513,228051
971,50606017055,401569,228236
972,50606017055,401599,228197
973,50606017055,401612,228208
974,50606017055,401618,228223
975,50606017055,401663,228214
976,50606017055,401708,228215
977,50606017055,401704,228183
978,50606017055,401683,228175
979,50606017055,401675,228159
980,50606017055,401686,228149
981,50606017055,401680,228084
982,50606017055,401658,228088
983,50606017055,401643,228094
984,50606017055,401624,228103
985,50606017055,401596,228114
986,50606017055,401574,228121
987,50606017055,401545,228127
988,50606017055,401559,228179
989,50606017055,401569,228236
990,50606017056,401844,227973
991,50606017056,401875,227963
992,50606017056,401909,227943
993,50606017056,401940,227981
994,50606017056,402006,227964
995,50606017056,401974,227922
996,50606017056,401961,227896
997,50606017056,401952,227862
998,50606017056,401944,227826
999,50606017056,401935,227790
1000,50606017056,401937,227770
1001,50606017056,401930,227763
1002,50606017056,401912,227770
1003,50606017056,401902,227792
1004,50606017056,401887,227789
1005,50606017056,401869,227788
1006,50606017056,401857,227816
1007,50606017056,401852,227852
1008,50606017056,401815,227833
1009,50606017056,401798,227872
1010,50606017056,401803,227902
1011,50606017056,401800,227930
1012,50606017056,401802,227945
1013,50606017056,401832,227963
1014,50606017056,401844,227973
1015,50606015057,401126,227586
1016,50606015057,401122,227612
1017,50606015057,401120,227634
1018,50606015057,401130,227669
1019,50606015057,401133,227668
1020,50606015057,401163,227656
1021,50606015057,401295,227604
1022,50606015057,401295,227601
1023,50606015057,401298,227558
1024,50606015057,401299,227515
1025,50606015057,401322,227498
1026,50606015057,401332,227469
1027,50606015057,401304,227481
1028,50606015057,401269,227496
1029,50606015057,401230,227512
1030,50606015057,401204,227523
1031,50606015057,401169,227541
1032,50606015057,401164,227573
1033,50606015057,401126,227586
1034,50606015058,401133,227668
1035,50606015058,401136,227680
1036,50606015058,401147,227712
1037,50606015058,401157,227725
1038,50606015058,401155,227747
1039,50606015058,401165,227754
1040,50606015058,401176,227769
1041,50606015058,401230,227762
1042,50606015058,401282,227752
1043,50606015058,401312,227740
1044,50606015058,401347,227728
1045,50606015058,401366,227720
1046,50606015058,401349,227682
1047,50606015058,401330,227648
1048,50606015058,401315,227613
1049,50606015058,401312,227602
1050,50606015058,401295,227601
1051,50606015058,401295,227604
1052,50606015058,401163,227656
1053,50606015058,401133,227668
1054,50606015059,401326,227559
1055,50606015059,401327,227558
1056,50606015059,401420,227547
1057,50606015059,401542,227524
1058,50606015059,401543,227523
1059,50606015059,401544,227501
1060,50606015059,401578,227500
1061,50606015059,401582,227470
1062,50606015059,401596,227412
1063,50606015059,401578,227406
1064,50606015059,401563,227394
1065,50606015059,401511,227397
1066,50606015059,401487,227425
1067,50606015059,401456,227398
1068,50606015059,401426,227415
1069,50606015059,401407,227422
