"DATUM","ZEIT","Lawinen_Art","GRNR","Volumen","Wetter","WIND_RCHTG","WIND_GSCHW","Temperatur","Schneehoehe","Neuschnee","Gefahr","Bemerkung"
"1982-04-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","31","mittel","heiter","SW",2,,88,,2,
"1983-03-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","31","mittel","heiter","S",2,-2,193,,2,
"1986-04-06 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","mittel",,,,,,,,
"1986-04-09 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","groß","Föhn","S",8,8,120,,3,
"1988-03-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","mittel","Schneefall mäßig","N",6,-8,155,30,4,
"1990-11-16 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","31","mittel","bewölkt","SW",3,-5,51,14,2,
"1992-03-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","31","mittel","Schneefall mäßig","W",1,-8,194,53,4,
"1992-03-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","mittel","Schneeregen","NE",8,,186,9,3,
"1992-04-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","31","mittel","Schneefall mäßig","N",1,-7,186,15,3,
"1992-04-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","mittel","bewölkt","S",14,2,167,,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","mittel","Schneeregen","SE",5,2,93,15,3,
"1993-04-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","31","mittel","wolkenlos","S",3,-6,159,5,23,
"1995-01-12 00:00:00","1899-12-30 00:00:00","Staublawine","31","mittel","Schneefall mäßig","NE",5,-13,111,30,4,
"1990-12-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Schneefall mäßig","NE",2,-1,30,6,3,
"1991-03-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","klein","Schneefall mäßig","N",2,-1,48,,3,
"1991-05-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Schneefall mäßig","N",1,-5,90,7,2,
"1991-05-08 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","groß","Nebel","SE",1,-4,85,2,23,
"1991-05-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Schneefall mäßig",,,-1,120,41,3,
"1992-02-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","32","mittel","bewölkt","SW",1,1,141,2,3,
"1992-03-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","Schneefall mäßig","W",1,-8,194,53,4,
"1992-03-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Schneeregen","NE",8,0,186,9,3,
"1992-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","groß","Schneefall mäßig","N",1,-6,224,52,4,
"1992-04-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","bewölkt","S",3,5,175,,3,
"1992-04-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","groß","bewölkt","S",14,2,167,,3,
"1992-05-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","bewölkt","SW",5,-2,183,,23,
"1992-05-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","bewölkt","SW",3,-1,172,,23,
"1992-05-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Nebel","S",1,-1,167,,23,
"1993-04-26 00:00:00","1899-12-30 10:30:00","Lockerschneelawine naß","32","mittel","bewölkt","E",3,4,134,,23,
"1993-05-04 00:00:00","1899-12-30 15:00:00","Lockerschneelawine naß","32","klein","Nebel","N",3,1,85,,2,
"1993-12-19 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Nebel","S",3,,47,,3,
"1994-01-05 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","bewölkt",,,-6,90,20,3,
"1994-04-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","Schneefall mäßig","S",3,-10,132,10,3,
"1995-02-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","bewölkt","NW",3,-7,137,5,2,
"1995-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","32","mittel","Schneefall mäßig","NE",5,-12,180,5,2,
"1995-04-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Schneefall mäßig","E",5,-1,230,40,4,
"1992-04-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","groß","bewölkt","S",14,2,167,,3,
"1960-11-06 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","200","bewölkt","S",1,-5,55,55,,
"1960-12-21 00:00:00","1899-12-30 17:30:00","Lockerschneelawine naß","32","600","Schneefall mäßig","N",1,-5,30,4,,
"1960-01-07 00:00:00","1899-12-30 15:30:00","Staublawine","32","250","bewölkt","S",2,-9,37,,,
"1961-02-14 00:00:00","1899-12-30 13:20:00","Lockerschneelawine naß","32",,"bewölkt","W",2,-1,120,10,,
"1961-03-14 00:00:00","1899-12-30 15:45:00","Grundlawine","32",,"Schneefall mäßig","NE",3,-1,108,10,,
"1966-04-25 00:00:00","1899-12-30 03:30:00","Grundlawine","32",,"bewölkt","S",1,2,163,,,
"1968-04-02 00:00:00","1899-12-30 17:15:00","Lockerschneelawine naß","32",,"bewölkt","SE",3,1,181,,,
"1971-04-09 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","klein","heiter","S",3,2,97,,,
"1973-02-03 00:00:00","1899-12-30 13:50:00","Staublawine","32","mittel","bewölkt","S",1,-8,124,6,2,
"1973-03-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","32","mittel","heiter","S",1,-5,166,0,3,
"1973-03-14 00:00:00","1899-12-30 00:00:00","Staublawine","32","mittel","Schneefall mäßig","N",2,-8,170,20,3,
"1973-05-02 00:00:00","1899-12-30 14:00:00","Grundlawine","32","30 000","Föhn","SW",4,7,137,,2,
"1974-12-08 00:00:00","1899-12-30 08:23:00","Lockerschneelawine naß","32","800","Schneefall mäßig","NE",5,-2,182,22,3,
"1974-12-09 00:00:00","1899-12-30 10:39:00","Lockerschneelawine naß","32","20","Schneefall mäßig","SE",2,-1,185,13,2,
"1974-12-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","1000","Regen","NW",3,1,190,,3,
"1975-03-02 00:00:00","1899-12-30 16:00:00","Schneebrettlawine naß","32","ca. 3000","heiter","S",3,1,250,,2,
"1975-03-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","ca. 100","Schneefall mäßig","NE",1,-8,270,22,23,
"1975-03-19 00:00:00","1899-12-30 09:45:00","Staublawine","32","ca. 10000","Schneefall mäßig","SE",6,-2,253,6,3,
"1975-04-07 00:00:00","1899-12-30 00:00:00","Grundlawine","32","klein","heiter","N",1,-6,300,30,3,
"1975-04-21 00:00:00","1899-12-30 00:00:00","Grundlawine","32","groß","bewölkt","S",3,,290,,23,
"1979-05-10 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","32","mittel","bewölkt","SW",3,,138,,3,
"1979-11-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","heiter","S",4,-12,125,6,3,
"1980-12-23 00:00:00","1899-12-30 00:00:00","Staublawine","32","klein","Schneefall mäßig","SE",6,-3,95,8,3,
"1981-03-10 00:00:00","1899-12-30 13:00:00","Lockerschneelawine naß","32","mittel","Nieseln","NE",3,2,66,,3,
"1981-12-18 00:00:00","1899-12-30 00:00:00","Staublawine","32","mittel","Schneefall mäßig","SW",20,-3,53,,2,
"1982-12-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","Schneefall mäßig","SW",18,-4,68,38,2,
"1982-12-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","Schneefall mäßig","NW",2,-4,78,10,2,
"1987-03-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","mittel","Schneefall mäßig","S",4,,194,6,3,
"1988-03-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32",,"Schneetreiben","SW",14,-8,145,,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","32","mittel","Regen","SE",5,0,102,41,34,
"1990-03-29 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","32","klein","Schneefall schwach","SW",2,-4,135,3,3,
"1950-04-22 00:00:00","1899-12-30 14:45:00","Grundlawine","25",,"wolkenlos",,,,,,,
"1955-04-12 00:00:00","1899-12-30 09:30:00","Staublawine","25",,,,,,,,,
"1956-05-12 00:00:00","1899-12-30 11:00:00","Grundlawine","25",,"wolkenlos","S",4,-4,100,8,,
"1957-02-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"Schneefall schwach","SW",2,1,290,50,,
"1957-03-15 00:00:00","1899-12-30 00:00:00","Grundlawine","25",,"bewölkt","NE",2,1,253,,,
"1957-04-05 00:00:00","1899-12-30 00:00:00","Grundlawine","25",,"heiter","0",,-3,263,,,
"1960-01-25 00:00:00","1899-12-30 02:00:00","Staublawine","25","1000","heiter","S",2,,124,,,
"1960-03-31 00:00:00","1899-12-30 13:00:00","Lockerschneelawine naß","25",,"Nebel","N",1,-2,150,22,,
"1962-04-20 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"wolkenlos","S",2,3,205,,,
"1962-05-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"Schneefall mäßig","NE",1,-4,235,51,,
"1963-04-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"bewölkt","S",3,1,159,,,
"1963-04-20 00:00:00","1899-12-30 14:15:00","Lockerschneelawine naß","25",,"bewölkt","S",10,4,80,,,
"1965-01-03 00:00:00","1899-12-30 10:20:00","Lockerschneelawine trocken","25",,"Schneetreiben","N",4,-5,154,30,0,
"1965-03-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25",,"heiter",,,-4,160,,,
"1967-03-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"bewölkt","NW",4,6,138,,,
"1967-03-14 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25",,"bewölkt","NW",5,-11,180,20,,
"1967-03-22 00:00:00","1899-12-30 11:15:00","Staublawine","25","groß","bewölkt","S",1,-25,,9,,
"1967-04-05 00:00:00","1899-12-30 03:00:00","Staublawine","25",,"Schneefall mäßig","NE",6,-6,320,25,,
"1967-04-14 00:00:00","1899-12-30 01:45:00","Lockerschneelawine trocken","25",,"bewölkt","SE",3,-1,266,,,
"1968-01-04 00:00:00","1899-12-30 07:50:00","Staublawine","25",,"Schneefall stark",,,,,,,
"1968-01-27 00:00:00","1899-12-30 17:21:00","Staublawine","25",,"Schneefall stark",,,,,,,
"1968-03-26 00:00:00","1899-12-30 17:21:00","Lockerschneelawine naß","25",,"bewölkt","S",2,,205,,,
"1968-01-28 00:00:00","1899-12-30 10:00:00","Staublawine","25",,"heiter","NW",2,-8,92,15,,
"1970-02-04 00:00:00","1899-12-30 00:00:00","Staublawine","25",,"Schneefall mäßig","SE",2,-6,118,32,,
"1970-02-23 00:00:00","1899-12-30 20:42:00","Staublawine","25",,"Schneetreiben","NE",6,-5,168,30,,
"1970-04-17 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"bewölkt","SE",2,1,245,17,,
"1971-04-09 00:00:00","1899-12-30 15:15:00","Lockerschneelawine naß","25",,"heiter","S",3,2,97,,,
"1973-03-27 00:00:00","1899-12-30 13:00:00","Lockerschneelawine naß","25",,"heiter","SE",1,,140,,3,
"1973-12-07 00:00:00","1899-12-30 07:00:00","Staublawine","25","219.000","Schneefall mäßig","NW",3,-3,117,,3,
"1973-12-13 00:00:00","1899-12-30 00:00:00","Staublawine","25","212000","bewölkt","N",3,-9,114,,3,
"1974-01-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","25","groß","Schneefall mäßig","W",3,-1,176,14,3,
"1974-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","4000","heiter","S",3,9,120,,23,
"1974-11-10 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","klein","Föhn","S",3,1,92,,2,
"1975-01-05 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","6000","bewölkt",,,2,198,,3,
"1975-01-30 00:00:00","1899-12-30 08:00:00","Schneebrettlawine trocken","25",,"Schneefall mäßig","NE",7,-4,245,30,3,
"1975-02-04 00:00:00","1899-12-30 00:00:00","Grundlawine","25","2500","heiter","S",4,-10,255,,2,
"1976-04-02 00:00:00","1899-12-30 00:00:00","Grundlawine","25","klein","wolkenlos","SW",3,-1,260,,2,
"1977-04-15 00:00:00","1899-12-30 05:45:00","Staublawine","25","mittelgr.","Schneefall mäßig","NW",5,-7,420,20,3,
"1977-04-17 00:00:00","1899-12-30 10:15:00","Lockerschneelawine trocken","25","klein","wolkenlos","W",3,-8,460,,3,
"1978-03-21 00:00:00","1899-12-30 10:12:00","Staublawine","25","mittelgr.","Schneefall mäßig","N",6,-4,280,20,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","Schneefall mäßig","W",3,1,88,49,3,
"1979-05-13 00:00:00","1899-12-30 00:00:00","Grundlawine","25","groß","Regen","S",3,2,138,16,3,
"1979-11-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25","mittel","Schneefall mäßig","E",3,-4,70,70,3,
"1979-11-08 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25","mittel","Schneefall mäßig","SE",3,4,,,3,
"1980-02-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25","mittel","heiter","SW",1,-8,,18,2,
"1980-04-24 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","25","groß","Schneefall mäßig","NE",4,-7,106,32,3,
"1981-01-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","25","groß","bewölkt","NE",4,-19,62,5,4,
"1981-03-11 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","bewölkt","NW",6,6,60,,3,
"1983-02-26 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","Föhn","S",3,1,207,1,3,
"1983-03-10 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","heiter","SW",2,,216,,2,
"1983-03-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","25","mittel","heiter","S",2,-2,193,,2,
"1990-12-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","Schneefall mäßig","NE",2,-1,30,,3,
"1990-12-30 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"bewölkt","SW",3,5,40,,3,
"1991-05-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","Schneefall mäßig",,,-1,120,41,3,
"1991-05-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","Schneefall mäßig","N",1,-2,95,10,2,
"1991-12-22 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","25","groß","Schneefall mäßig","NE",15,-2,89,35,4,
"1992-03-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","bewölkt","SW",3,1,134,0,2,
"1992-03-05 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","wolkenlos","S",3,,129,,23,
"1992-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","groß","Schneefall mäßig","N",1,-6,224,52,4,
"1992-03-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","groß","bewölkt","SW",5,-6,208,5,23,
"1992-04-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","bewölkt","S",3,5,175,,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","Schneeregen","SE",5,2,93,15,3,
"1992-11-23 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","Regen",,,2,80,,3,
"1993-03-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","bewölkt","SW",11,4,123,2,3,
"1993-04-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","wolkenlos","S",3,-6,159,5,23,
"1993-04-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","Schneefall mäßig","S",1,-3,162,,2,
"1993-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","groß","Schneefall mäßig","SE",3,-3,180,6,3,
"1993-04-21 00:00:00","1899-12-30 00:00:00","Grundlawine","25","groß","wolkenlos","S",3,3,169,,3,
"1993-04-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","wolkenlos","s",3,4,132,,23,
"1993-12-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","Nebel","S",3,,47,,3,
"1994-02-28 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","Föhn","SW",8,3,93,,3,
"1994-04-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","Schneefall mäßig","SW",5,-1,148,,3,
"1994-12-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","mittel","Regen","SE",11,3,56,,2,
"1995-01-12 00:00:00","1899-12-30 00:00:00","Staublawine","25","groß","Schneefall mäßig","NE",5,-13,111,30,4,
"1995-01-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","wolkenlos","S",1,-1,97,,3,
"1995-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","wolkenlos","W",5,,165,,2,
"1995-04-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","groß","Schneefall mäßig","E",5,-1,230,40,4,
"1995-04-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","groß","wolkenlos","W",8,2,219,,3,
"1995-04-29 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","groß","wolkenlos","S",1,,171,0,2,
"1995-05-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","bewölkt","SE",1,5,141,,2,
"1995-05-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","25","mittel","bewölkt",,0,-6,139,5,2,
"1985-02-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","25","mittelgr","bewölkt","E",9,-2,60,10,3,
"1986-01-14 00:00:00","1899-12-30 00:00:00","Staublawine","25","groß","Schneefall mäßig","N",4,3,119,20,3,
"1945-03-08 00:00:00","1899-12-30 22:00:00","Staublawine","25",,,,0,0,0,0,0,
"1987-02-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25",,"bewölkt","W",2,2,157,,3,
"1987-03-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","25","groß","bewölkt","W",4,-2,198,,3,
"1988-03-13 00:00:00","1899-12-30 00:00:00","Staublawine","25",,"Schneefall mäßig","S",16,-8,155,30,4,
"1990-02-14 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25","klein","Schneefall mäßig","NE",11,-1,62,20,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","25","groß","Regen","SE",5,,102,41,34,
"1960-01-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","99","100x20x0,5","heiter","SE",1,-14,110,0,0,
"1960-05-11 00:00:00","1899-12-30 14:00:00","Grundlawine","99","200","wolkenlos","SE",2,5,121,,,
"1960-03-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","99",,"bewölkt","SW",1,-1,135,,,
"1960-05-16 00:00:00","1899-12-30 00:00:00","Grundlawine","99","450","heiter","S",2,5,70,,,
"1961-02-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","99","5000","wolkenlos","S",1,,108,,,
"1961-05-15 00:00:00","1899-12-30 00:00:00","Grundlawine","99",,"Nieseln","SW",3,1,114,31,,
"1963-04-16 00:00:00","1899-12-30 13:10:00","Grundlawine","99",,"heiter","S",3,2,154,,,
"1973-03-11 00:00:00","1899-12-30 07:50:00","Staublawine","99",,"heiter","SE",3,-15,170,5,4,
"1973-04-28 00:00:00","1899-12-30 15:00:00","Grundlawine","99",,"Föhn","S",3,2,164,,3,
"1975-04-08 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","99",,"bewölkt","E",1,-7,245,,3,
"1985-02-25 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","99","klein","heiter","SW",6.3,-1,85,12,2,
"1992-02-24 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","99","mittel","wolkenlos","S",5,-6,142,,23,
"1992-04-06 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","99","mittel","Schneefall mäßig","N",1,-7,186,15,3,
"1993-03-08 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","99","mittel","bewölkt","S",1,-14,151,20,3,
"1993-04-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","99","mittel","wolkenlos","S",3,-6,159,5,23,
"1994-04-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","99","mittel","Schneefall mäßig","SE",5,-6,157,20,3,
"1994-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","99","mittel","Schneefall mäßig","N",3,-3,157,25,3,
"1995-01-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","99","mittel","Schneefall mäßig","NE",8,-15,113,8,3,
"1995-02-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","99","mittel","Schneefall mäßig","E",1,-11,162,35,3,
"1995-03-04 00:00:00","1899-12-30 00:00:00","Staublawine","99","groß","Schneefall mäßig","N",1,-8,155,25,3,
"1990-11-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Schneefall mäßig","N",3,-3,60,28,3,
"1990-12-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Schneefall mäßig","SE",2,-1,30,6,3,
"1991-03-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","klein","Schneefall mäßig","N",2,-1,48,,3,
"1991-04-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","bewölkt","S",3,1,62,,23,
"1991-05-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Schneefall mäßig","N",1,-5,90,7,2,
"1991-05-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","klein","Schneefall mäßig",,,-1,120,41,3,
"1991-11-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","klein","bewölkt","S",5,-10,33,,23,
"1992-03-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","mittel","Schneefall mäßig","W",1,-8,194,53,4,
"1992-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Schneefall mäßig","N",1,-6,224,52,4,
"1992-04-09 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","bewölkt","S",1,-6,172,,23,
"1992-04-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","bewölkt","S",3,5,175,,3,
"1992-05-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","bewölkt","SW",5,-2,183,,23,
"1992-05-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","bewölkt","SW",3,-1,172,,23,
"1992-05-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Nebel","S",1,-1,167,,23,
"1993-12-19 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Nebel","S",3,,47,,3,
"1994-01-05 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","mittel","bewölkt",,,-6,90,20,3,
"1994-04-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","mittel","Schneefall mäßig","S",3,-10,132,10,3,
"1994-12-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","mittel","Regen","SE",11,3,56,,2,
"1995-02-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","mittel","bewölkt","NW",3,-7,137,5,2,
"1995-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","34","mittel","Schneefall mäßig","NE",5,-12,180,5,2,
"1960-02-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34",,"heiter","SE",1,1,118,2,,
"1960-04-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34",,"wolkenlos","N",1,-6,145,2,,
"1960-04-09 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34",,"bewölkt","S",1,3,123,,,
"1960-12-14 00:00:00","1899-12-30 15:00:00","Lockerschneelawine naß","34",,"heiter","S",1,-5,53,1,,
"1960-12-23 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","300","bewölkt","E",1,-10,55,4,,
"1960-12-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","800","Schneefall mäßig","N",1,-5,30,4,,
"1961-01-31 00:00:00","1899-12-30 13:00:00","Lockerschneelawine naß","34","600","bewölkt","SE",2,5,24,,,
"1961-02-13 00:00:00","1899-12-30 13:00:00","Lockerschneelawine naß","34","170","bewölkt","W",2,-1,120,10,,
"1973-02-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","120","bewölkt","S",1,-5,122,,2,
"1973-03-05 00:00:00","1899-12-30 00:00:00","Grundlawine","34","25","heiter","S",3,-4,158,5,23,
"1973-03-27 00:00:00","1899-12-30 14:50:00","Grundlawine","34","klein","heiter","SE",1,,140,,3,
"1973-03-27 00:00:00","1899-12-30 16:00:00","Grundlawine","34","klein","heiter","SE",1,0,140,,3,
"1973-03-22 00:00:00","1899-12-30 00:00:00","Grundlawine","34","25","heiter",,,-10,194,7,3,
"1974-12-02 00:00:00","1899-12-30 13:55:00","Grundlawine","34","500","Schneefall schwach","NE",3,-1,153,22,3,
"1974-01-16 00:00:00","1899-12-30 08:40:00","Lockerschneelawine naß","34","klein","Regen","NE",3,2,100,4,2,
"1974-03-19 00:00:00","1899-12-30 00:00:00","Grundlawine","34","300","bewölkt","S",1,2,153,,23,
"1974-12-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","34","800","Regen","NW",3,1,190,,3,
"1975-03-10 00:00:00","1899-12-30 00:00:00","Grundlawine","34","500","Schneefall schwach","NW",2,-3,241,1,2,
"1975-04-07 00:00:00","1899-12-30 00:00:00","Grundlawine","34","5000","heiter","N",1,-6,300,30,3,
"1975-04-16 00:00:00","1899-12-30 10:05:00","Grundlawine","34",,"Schneefall mäßig","NW",2,-3,325,16,3,
"1979-05-18 00:00:00","1899-12-30 00:00:00","Grundlawine","34","mittel","heiter","SE",3,7,108,,3,
"1979-11-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","34","mittel","heiter","S",4,-12,125,6,3,
"1980-01-24 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","34","mittel","bewölkt","SE",6,-1,50,14,2,
"1981-03-09 00:00:00","1899-12-30 15:20:00","Schneebrettlawine naß","34","mittel","wolkenlos","S",3,2,68,,3,
