"DATUM","ZEIT","Lawinen_Art","GRNR","Volumen","Wetter","WIND_RCHTG","WIND_GSCHW","Temperatur","Schneehoehe","Neuschnee","Gefahr","Bemerkung"
"1989-03-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","30","klein","wolkenlos","S",5,-4,153,,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","30","groß","Regen","SE",5,,102,41,34,
"1990-03-29 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","30","klein","Schneefall schwach","SW",2,-4,135,3,3,
"1973-02-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","01","ca. 50","heiter","O",0,-5,122,0,2,
"1973-05-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","01","ca. 1000",,,,,,,,
"1979-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","01","mittel","Regen","NE",3,1,78,4,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","01","mittel","Regen","SE",-5,,102,41,34,
"1979-03-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","01","mittel","Regen","NE",3,1,78,4,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","01",,"Schneeregen","SE",5,2,93,15,3,
"1993-04-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","01",,"wolkenlos","S",3,4,132,,23,
"1979-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","09","mittel","Regen","NE",3,1,78,4,3,
"1991-02-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","09","mittel","wolkenlos","S",5,-13,102,34,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","41","mittel","Schneeregen","SE",5,2,93,15,3,
"1995-04-01 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","41","mittel","Schneefall mäßig","NW",11,-6,193,10,34,
"1961-02-28 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","12",,"bewölkt","S",3,4,95,0,0,
"1971-03-29 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","12",,"heiter","NE",2,-7,146,9,,
"1979-11-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","12",,"Regen","E",5,3,50,,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","12","klein","Regen","SE",5,,102,41,34,
"1993-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","12","mittel","Schneefall mäßig","SE",3,-3,180,6,3,
"1948-07-07 00:00:00","1899-12-30 16:10:00","Schneebrettlawine trocken","19",,,,0,0,0,0,0,
"1957-02-02 00:00:00","1899-12-30 13:00:00","Schneebrettlawine trocken","19",,"heiter",,,3,165,,,
"1958-05-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19",,"Regen","S",2,2,134,,,
"1959-05-11 00:00:00","1899-12-30 17:00:00","Grundlawine","19",,"wolkenlos","S",2,5,130,,,
"1960-01-14 00:00:00","1899-12-30 00:00:00","Staublawine","19","500","heiter","N",1,-24,115,2,,
"1960-01-26 00:00:00","1899-12-30 00:00:00","Grundlawine","19","10000","heiter","S",2,,118,,,
"1960-01-28 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","2000","bewölkt","SE",4,2,114,,,
"1960-03-31 00:00:00","1899-12-30 15:00:00","Lockerschneelawine naß","19",,"Nebel","N",1,-2,150,22,,
"1961-01-13 00:00:00","1899-12-30 11:00:00","Schneebrettlawine trocken","19",,"wolkenlos","S",2,-7,38,,,
"1961-02-28 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19",,"bewölkt","S",3,4,95,,,
"1962-03-09 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19",,"bewölkt","S",2,-4,228,,,
"1964-02-11 00:00:00","1899-12-30 08:30:00","Staublawine","19",,"bewölkt","NE",4,-8,65,15,,
"1965-05-15 00:00:00","1899-12-30 12:15:00","Grundlawine","19",,"bewölkt","SW",2,6,265,,,
"1966-04-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19",,"heiter","SW",2,-1,158,,,
"1967-05-04 00:00:00","1899-12-30 00:00:00","Staublawine","19",,"Schneefall mäßig","NW",2,-7,269,32,,
"1971-04-11 00:00:00","1899-12-30 13:00:00","Lockerschneelawine naß","19",,"bewölkt","NE",1,,93,1,,
"1971-04-20 00:00:00","1899-12-30 11:07:00","Lockerschneelawine naß","19","klein","wolkenlos","S",3,2,71,,,
"1971-04-20 00:00:00","1899-12-30 11:07:00","Schneebrettlawine naß","19","mittelgr.","wolkenlos","S",3,2,71,,,
"1971-04-22 00:00:00","1899-12-30 13:55:00","Schneebrettlawine naß","19","groß","bewölkt","S",3,4,66,,,
"1973-03-11 00:00:00","1899-12-30 13:00:00","Schneebrettlawine trocken","19",,"wolkenlos","SE",3,-15,170,5,4,
"1973-04-29 00:00:00","1899-12-30 10:45:00","Schneebrettlawine naß","19","160000","Föhn","S",1,5,155,,3,
"1974-05-29 00:00:00","1899-12-30 10:28:00","Lockerschneelawine naß","19","10000","Regen",,,,,,,
"1977-04-05 00:00:00","1899-12-30 13:00:00","Lockerschneelawine trocken","19","klein","bewölkt","O",,-5,290,20,3,
"1978-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","mittelgr.","heiter","O",,59,390,10,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","Schneefall mäßig","W",3,1,88,49,3,
"1979-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","Regen","NE",3,1,78,4,3,
"1979-11-07 00:00:00","1899-12-30 00:00:00","Staublawine","19","mittel","Schneefall mäßig","E",3,-4,70,70,3,
"1979-11-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","mittel","bewölkt","SE",3,-3,116,,3,
"1979-11-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","Regen","E",5,3,50,,3,
"1980-04-01 00:00:00","1899-12-30 11:20:00","Lockerschneelawine naß","19","mittel","bewölkt","NW",5,2,80,2,3,
"1980-06-09 00:00:00","1899-12-30 11:00:00","Schneebrettlawine naß","19","groß",,,,,,,,
"1980-06-28 00:00:00","1899-12-30 16:30:00","Schneebrettlawine naß","19","mittel",,,,,,,,
"1981-01-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","mittel","bewölkt","NE",4,-19,62,5,4,
"1981-03-11 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","bewölkt","NW",6,6,60,,3,
"1981-03-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","Föhn","S",3,3,62,,3,
"1983-03-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","mittel","heiter","S",2,-2,193,,2,
"1985-02-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19",,"bewölkt","O",8.6,-2,60,10,3,
"1986-12-29 00:00:00","1899-12-30 00:00:00","Staublawine","19","groß","Schneefall mäßig","N",7,-2,140,20,3,
"1987-03-02 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","Schneefall mäßig","S",4,,194,6,3,
"1987-03-25 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","klein","bewölkt","W",4,-2,198,,3,
"1990-02-14 00:00:00","1899-12-30 00:00:00","Staublawine","19","mittel","Schneefall mäßig","NE",11,-1,62,20,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","mittel","Regen","SE",-5,0,102,41,4,
"1990-04-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","klein","Schneefall schwach","NE",-1.5,-5,123,3,2,
"1990-04-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","klein","Schneefall mäßig","S",-3,-11,165,12,3,
"1990-04-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","klein","Schneefall schwach","SW",-1.5,-1,153,13,2,
"1990-12-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","mittel","bewölkt","SW",3,5,40,,3,
"1991-02-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","mittel","wolkenlos","S",5,-13,102,34,3,
"1991-04-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","bewölkt","S",3,1,62,,23,
"1991-05-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","Schneefall mäßig",,,-1,120,41,3,
"1991-05-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","Schneefall mäßig","N",1,-2,95,10,2,
"1991-11-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","klein","bewölkt","S",5,-10,33,,23,
"1991-12-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","groß","Schneefall mäßig","NE",15,-11,65,15,3,
"1991-12-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","groß","Schneefall mäßig","NE",15,-2,89,35,4,
"1999-01-29 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall mäßig","360",5,-11,117,30,4,"aus allen Richtungen über 1800m"
"1999-01-29 00:00:00",,"Lockerschneelawine trocken","15","mittel","Schneefall mäßig","360",5,-11,117,30,4,
"1999-01-29 00:00:00",,"Lockerschneelawine trocken","21","mittel","Schneefall mäßig","360",5,-11,117,30,4,
"1992-02-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","groß","Schneetreiben","NE",5,-5,129,20,34,
"1992-02-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","19","groß","wolkenlos","SW",1,-18,154,,2,
"1992-04-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","groß","bewölkt","S",14,2,167,,3,
"1992-05-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","groß","bewölkt","SW",5,-2,183,,23,
"1992-05-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","groß","bewölkt","SW",3,-1,172,,23,
"1992-05-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","groß","Nebel","S",1,-1,167,,23,
"1992-11-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","19","mittel","Schneefall mäßig","NE",1,-9,93,40,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","Schneeregen","SE",5,2,93,15,3,
"1993-03-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","bewölkt","SW",11,4,123,2,3,
"1993-04-26 00:00:00","1899-12-30 11:00:00","Schneebrettlawine naß","19","groß","bewölkt","E",3,4,134,,23,
"1993-04-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","wolkenlos","S",3,4,132,0,23,
"1993-12-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","Nebel","S",3,,47,,3,
"1999-01-29 00:00:00",,"Staublawine","25","gross","Schneefall mäßig","360",5,-11,117,30,4,
"1999-01-29 00:00:00",,"Lockerschneelawine trocken","27","mittel","Schneefall mäßig","360",5,-11,117,30,4,
"1999-02-04 00:00:00","1899-12-30 14:00:00","Lockerschneelawine naß","34","mittel","Nebel",,,2,17,113,4,
"1999-02-04 00:00:00","1899-12-30 15:00:00","Lockerschneelawine naß","39","mittel","Nebel",,,2,113,17,4,
"1999-02-04 00:00:00","1899-12-30 15:00:00","Lockerschneelawine naß","37","mittel","Nebel",,,2,113,17,4,
"1999-02-04 00:00:00","1899-12-30 16:00:00","Lockerschneelawine naß","33","mittel","Nebel",,,2,113,17,4,
"1994-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","wolkenlos","NE",1,3,99,,3,
"1994-12-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","19","mittel","Regen","SE",11,3,56,,2,
"1995-01-12 00:00:00","1899-12-30 00:00:00","Staublawine","19","mittel","Schneefall mäßig","NE",5,-13,111,30,4,
"1995-04-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","wolkenlos","W",8,2,219,,3,
"1995-04-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","wolkenlos","SW",5,4,206,,3,
"1995-04-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","wolkenlos","W",5,1,191,7,3,
"1995-05-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel","bewölkt","SE",1,5,141,,2,
"1995-06-26 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","19","mittel",,,,,,,,
"1944-12-28 00:00:00","1899-12-30 10:30:00","Schneebrettlawine trocken","07",,,,0,0,0,0,0,
"1970-04-18 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","07",,"bewölkt","SE",4,5,235,,,
"1973-05-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","07",,,,,,,,,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","07","klein","Regen","SE",5,0,102,41,34,
"1991-02-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","07","mittel","bewölkt","S",3,-2,68,,2,
"1995-03-26 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","07","mittel","Regen","SE",3,-3,174,5,2,
"1995-04-05 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","07","mittel","bewölkt","W",8,5,195,0,3,
"1960-03-24 00:00:00","1899-12-30 14:00:00","Lockerschneelawine naß","17",,"wolkenlos","S",2,-6,150,0,0,
"1961-05-16 00:00:00","1899-12-30 00:00:00","Grundlawine","17","groß","Schneefall mäßig","SW",2,-2,116,15,,
"1965-05-14 00:00:00","1899-12-30 17:40:00","Grundlawine","17","groß","Schneefall mäßig","SW",2,-1,285,,,
"1966-05-04 00:00:00","1899-12-30 12:20:00","Grundlawine","17",,"wolkenlos","S",1,7,120,,,
"1967-05-08 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","17",,"heiter","S",3,,232,,,
"1971-04-14 00:00:00","1899-12-30 18:50:00","Lockerschneelawine naß","17","klein","heiter","SE",2,-4,84,,,
"1973-04-29 00:00:00","1899-12-30 11:12:00","Schneebrettlawine naß","17","mittel","Föhn","S",1,5,155,,3,
"1978-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","mittelgr.","heiter",,,-9,390,10,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","17","mittel","Schneefall mäßig","W",3,1,88,49,3,
"1979-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","mittel","Regen","NE",3,1,78,4,3,
"1979-04-10 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","mittel","heiter","S",2,-3,110,,3,
"1979-05-13 00:00:00","1899-12-30 00:00:00","Grundlawine","17","mittel","Regen","S",3,2,138,16,3,
"1979-05-20 00:00:00","1899-12-30 08:30:00","Grundlawine","17","groß","wolkenlos",,,,,,3,
"1979-11-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","mittel","heiter","SE",3,-3,116,,3,
"1979-11-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","mittel","Regen","E",5,3,50,,3,
"1980-03-31 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","mittel","heiter","SW",3,-5,86,5,3,
"1981-01-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","mittel","bewölkt","NE",4,-19,62,5,4,
"1981-03-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","mittel","heiter","SW",1,-10,95,16,3,
"1983-01-18 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","17","mittel","wolkenlos","E",12,4,174,,3,
"1986-01-14 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","mittel","Schneefall mäßig","N",4,-3,119,20,3,
"1986-04-09 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","groß","Föhn","S",8,8,120,,3,
"1986-12-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","groß","Schneefall mäßig","S",9,-4,80,15,2,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","mittel","Regen","SE",-5,,102,41,4,
"1990-04-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","klein","Schneefall mäßig","S",-3,-11,165,12,3,
"1991-05-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","mittel","Schneefall mäßig",,,-1,120,41,3,
"1991-05-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","mittel","Schneefall mäßig","N",1,-2,95,10,2,
"1991-05-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","groß","bewölkt","NE",5,-6,114,10,23,
"1991-12-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","groß","Schneefall mäßig","NE",15,-11,65,15,3,
"1991-12-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","groß","Schneefall mäßig","NE",15,-2,89,35,4,
"1992-02-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","groß","Schneetreiben","N",5,-5,129,20,34,
"1992-05-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","groß","bewölkt","SW",5,-2,183,,23,
"1992-05-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","mittel","bewölkt","SW",3,-1,172,,23,
"1992-05-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","17","groß","Nebel","S",1,-1,167,,23,
"1992-11-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","17","mittel","Schneefall mäßig","NE",1,-9,93,40,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","17","groß","Schneeregen","NE",5,2,93,15,3,
"1993-04-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","17","mittel","wolkenlos","S",3,4,132,,23,
"1993-05-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","17","mittel","wolkenlos","S",3,,101,,23,
"1995-01-12 00:00:00","1899-12-30 00:00:00","Staublawine","17","mittel","Schneefall mäßig","NE",5,-13,111,30,4,
"1995-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","17","mittel","Schneefall mäßig","NE",5,-12,180,5,3,
"1960-01-17 00:00:00","1899-12-30 16:00:00","Staublawine","37",,,,0,0,0,0,0,
"1960-01-27 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","2500","bewölkt","SE",4,2,116,,,
"1960-02-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","75","heiter","SE",1,1,118,2,,
"1990-01-17 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","klein","wolkenlos","SW",-8,2,17,,2,
"1990-02-14 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","37","klein","Schneefall mäßig","NE",11,-1,62,20,3,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","37","mittel","Regen","SE",-5,,102,41,4,
"1990-03-29 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","37","klein","Schneefall schwach","SW",-1.5,-4,135,3,3,
"1999-02-04 00:00:00","1899-12-30 14:00:00","Lockerschneelawine naß",,"mittel","Nebel",,,2,113,17,4,
"1999-02-05 00:00:00",,"Lockerschneelawine naß","28","mittel","Schneefall schwach","360",3,-4,105,5,3,
"1990-11-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","mittel","Schneefall mäßig","Nord",3,-3,60,28,3,
"1990-12-10 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","mittel","Schneefall mäßig","NE",2,-1,30,6,3,
"1991-05-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","mittel","Schneefall mäßig","N",1,-5,90,7,2,
"1992-02-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","37","mittel","bewölkt","SW",1,1,141,2,3,
"1992-03-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","37","mittel","bewölkt","NE",3,1,128,,2,
"1992-03-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","mittel","Schneefall mäßig","N",5,-4,144,25,23,
"1992-03-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","mittel","Schneeregen","NE",8,,186,9,3,
"1992-03-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","mittel","bewölkt","S",3,-8,235,20,3,
"1994-01-05 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","37","klein","bewölkt",,,-6,90,20,3,
"1994-02-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","37","mittel","wolkenlos","S",3,3,83,,23,
"1995-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","37","mittel","Schneefall mäßig","NE",5,-12,180,5,2,
"1960-04-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37",,"wolkenlos","N",1,-6,145,2,,
"1999-02-07 00:00:00",,"Staublawine","19","gross","Schneefall mäßig","45",3,-11,147,15,3,"bis zum gegenüberliegenden Speicherufer"
"1999-02-08 00:00:00",,"Schneebrettlawine trocken","11","gross","Schneefall mäßig","360",8,-11,149,10,4,"Anriß 70cm hoch vom Grieskogel bis zur Geralscharte bis über die Straße zum Felsabbruch Limberg"
"1999-02-08 00:00:00",,"Schneebrettlawine trocken","22","mittel","Schneefall mäßig","360",8,-11,149,10,4,"von Gemsen abgetreten"
"1960-12-12 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","37","100","Schneefall mäßig","N",1,-8,56,5,,
"1961-01-31 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","37","100","Schneetreiben","S",9,-2,26,,,
"1961-01-07 00:00:00","1899-12-30 16:15:00","Staublawine","37","200","bewölkt","S",2,-9,37,,,
"1961-01-31 00:00:00","1899-12-30 12:00:00","Lockerschneelawine naß","37","1000","bewölkt","SE",2,5,24,,,
"1961-02-05 00:00:00","1899-12-30 08:00:00","Lockerschneelawine trocken","37","50","Schneefall mäßig","NE",6,-12,100,43,,
"1961-02-09 00:00:00","1899-12-30 11:10:00","Lockerschneelawine trocken","37","250","Schneefall mäßig","SE",4,-2,107,15,,
"1961-02-26 00:00:00","1899-12-30 14:00:00","Lockerschneelawine naß","37",,"heiter","S",1,-4,96,,,
"1961-02-28 00:00:00","1899-12-30 14:15:00","Lockerschneelawine naß","37","400","bewölkt","S",3,4,95,,,
"1961-03-16 00:00:00","1899-12-30 16:00:00","Grundlawine","37",,"wolkenlos","S",1,-1,96,,,
"1961-03-20 00:00:00","1899-12-30 11:30:00","Lockerschneelawine trocken","37","80","bewölkt","N",3,-10,120,20,,
"1968-03-25 00:00:00","1899-12-30 12:00:00","Lockerschneelawine naß","37",,"wolkenlos","S",4,,221,,,
"1974-03-13 00:00:00","1899-12-30 00:00:00","Grundlawine","37","groß","heiter","S",4,-4,146,,2,
"1974-11-10 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","37","klein","Föhn","S",3,11,92,,2,
"1974-11-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","37","klein","Schneefall mäßig","NW",8,-5,108,6,2,
