Stationsmessort:	Beobachter
Stationsname:	Beobachtung Mooserboden
Stationsnummer:	AT-5-LWD-103015-4
Lokale Koordinaten X:	403193,099709
Lokale Koordinaten Y:	225603,090275
MPH:	2070
Parametername:	WG mit Verfrachtung
Parametertyp:	WSpeed
Name des Parametertyps:	Windgeschwindigkeit
Name der Zeitreihe:	5644436/AT-5-LWD-103015-4/WGmitV/Cmd
Einheit der Zeitreihe:	Bft
Regionale Koordinaten X:	-46806,900291
Regionale Koordinaten Y:	225603,090275
Geografische Länge:	12,715257
Geografische Breite:	47,167737
Datum;Uhrzeit;Wert[Bft];Status des Werts
03.03.2014;07:00:00;---;Ungeprüft
03.03.2014;10:00:00;---;Ungeprüft
03.03.2014;16:00:00;---;Ungeprüft
03.03.2014;22:00:00;---;Ungeprüft
04.03.2014;07:00:00;---;Ungeprüft
04.03.2014;10:00:00;---;Ungeprüft
04.03.2014;16:00:00;---;Ungeprüft
04.03.2014;22:00:00;---;Ungeprüft
05.03.2014;07:00:00;---;Ungeprüft
05.03.2014;10:00:00;---;Ungeprüft
05.03.2014;16:00:00;---;Ungeprüft
05.03.2014;22:00:00;---;Ungeprüft
06.03.2014;07:00:00;---;Ungeprüft
06.03.2014;10:00:00;---;Ungeprüft
06.03.2014;16:00:00;---;Ungeprüft
06.03.2014;22:00:00;---;Ungeprüft
07.03.2014;07:00:00;---;Ungeprüft
07.03.2014;10:00:00;---;Ungeprüft
07.03.2014;16:00:00;---;Ungeprüft
07.03.2014;22:00:00;---;Ungeprüft
08.03.2014;07:00:00;---;Ungeprüft
08.03.2014;10:00:00;---;Ungeprüft
08.03.2014;16:00:00;---;Ungeprüft
08.03.2014;22:00:00;---;Ungeprüft
09.03.2014;07:00:00;---;Ungeprüft
09.03.2014;10:00:00;---;Ungeprüft
09.03.2014;16:00:00;---;Ungeprüft
09.03.2014;22:00:00;---;Ungeprüft
10.03.2014;07:00:00;---;Ungeprüft
10.03.2014;10:00:00;---;Ungeprüft
10.03.2014;16:00:00;---;Ungeprüft
10.03.2014;22:00:00;---;Ungeprüft
11.03.2014;07:00:00;---;Ungeprüft
11.03.2014;10:00:00;---;Ungeprüft
11.03.2014;16:00:00;---;Ungeprüft
11.03.2014;22:00:00;---;Ungeprüft
12.03.2014;07:00:00;---;Ungeprüft
12.03.2014;10:00:00;---;Ungeprüft
12.03.2014;16:00:00;---;Ungeprüft
12.03.2014;22:00:00;---;Ungeprüft
13.03.2014;07:00:00;---;Ungeprüft
13.03.2014;10:00:00;---;Ungeprüft
13.03.2014;16:00:00;---;Ungeprüft
13.03.2014;22:00:00;---;Ungeprüft
14.03.2014;07:00:00;---;Ungeprüft
14.03.2014;10:00:00;---;Ungeprüft
14.03.2014;16:00:00;---;Ungeprüft
14.03.2014;22:00:00;---;Ungeprüft
15.03.2014;07:00:00;---;Ungeprüft
15.03.2014;10:00:00;---;Ungeprüft
15.03.2014;16:00:00;---;Ungeprüft
15.03.2014;22:00:00;---;Ungeprüft
16.03.2014;07:00:00;---;Ungeprüft
16.03.2014;10:00:00;---;Ungeprüft
16.03.2014;16:00:00;---;Ungeprüft
16.03.2014;22:00:00;---;Ungeprüft
17.03.2014;07:00:00;---;Ungeprüft
17.03.2014;10:00:00;---;Ungeprüft
17.03.2014;16:00:00;---;Ungeprüft
17.03.2014;22:00:00;---;Ungeprüft
18.03.2014;07:00:00;2;Ungeprüft
18.03.2014;10:00:00;2;Ungeprüft
18.03.2014;16:00:00;0;Ungeprüft
18.03.2014;22:00:00;4;Ungeprüft
19.03.2014;07:00:00;---;Ungeprüft
19.03.2014;10:00:00;---;Ungeprüft
19.03.2014;16:00:00;---;Ungeprüft
19.03.2014;22:00:00;---;Ungeprüft
20.03.2014;07:00:00;---;Ungeprüft
20.03.2014;10:00:00;---;Ungeprüft
20.03.2014;16:00:00;---;Ungeprüft
20.03.2014;22:00:00;---;Ungeprüft
21.03.2014;07:00:00;---;Ungeprüft
21.03.2014;10:00:00;---;Ungeprüft
21.03.2014;16:00:00;---;Ungeprüft
21.03.2014;22:00:00;---;Ungeprüft
22.03.2014;07:00:00;---;Ungeprüft
22.03.2014;10:00:00;---;Ungeprüft
22.03.2014;16:00:00;---;Ungeprüft
22.03.2014;22:00:00;---;Ungeprüft
23.03.2014;07:00:00;---;Ungeprüft
23.03.2014;10:00:00;---;Ungeprüft
23.03.2014;16:00:00;---;Ungeprüft
23.03.2014;22:00:00;---;Ungeprüft
24.03.2014;07:00:00;---;Ungeprüft
24.03.2014;10:00:00;---;Ungeprüft
24.03.2014;16:00:00;---;Ungeprüft
24.03.2014;22:00:00;---;Ungeprüft
25.03.2014;07:00:00;---;Ungeprüft
25.03.2014;10:00:00;---;Ungeprüft
25.03.2014;16:00:00;---;Ungeprüft
25.03.2014;22:00:00;---;Ungeprüft
26.03.2014;07:00:00;---;Ungeprüft
26.03.2014;10:00:00;---;Ungeprüft
26.03.2014;16:00:00;---;Ungeprüft
26.03.2014;22:00:00;---;Ungeprüft
27.03.2014;07:00:00;---;Ungeprüft
27.03.2014;10:00:00;---;Ungeprüft
27.03.2014;16:00:00;---;Ungeprüft
27.03.2014;22:00:00;---;Ungeprüft
28.03.2014;07:00:00;---;Ungeprüft
28.03.2014;10:00:00;---;Ungeprüft
28.03.2014;16:00:00;---;Ungeprüft
28.03.2014;22:00:00;---;Ungeprüft
29.03.2014;07:00:00;---;Ungeprüft
29.03.2014;10:00:00;---;Ungeprüft
29.03.2014;16:00:00;---;Ungeprüft
29.03.2014;22:00:00;---;Ungeprüft
30.03.2014;07:00:00;---;Ungeprüft
30.03.2014;10:00:00;---;Ungeprüft
30.03.2014;16:00:00;---;Ungeprüft
30.03.2014;22:00:00;---;Ungeprüft
31.03.2014;07:00:00;---;Ungeprüft
31.03.2014;10:00:00;---;Ungeprüft
31.03.2014;16:00:00;---;Ungeprüft
31.03.2014;22:00:00;---;Ungeprüft
01.04.2014;07:00:00;---;255
01.04.2014;10:00:00;---;255
02.04.2014;07:00:00;---;255
02.04.2014;10:00:00;---;Ungeprüft
02.04.2014;16:00:00;---;Ungeprüft
02.04.2014;22:00:00;---;Ungeprüft
03.04.2014;07:00:00;---;255
03.04.2014;10:00:00;---;255
05.04.2014;07:00:00;---;255
05.04.2014;10:00:00;---;Ungeprüft
05.04.2014;16:00:00;---;Ungeprüft
05.04.2014;22:00:00;---;Ungeprüft
06.04.2014;07:00:00;---;Ungeprüft
06.04.2014;10:00:00;---;Ungeprüft
06.04.2014;16:00:00;---;Ungeprüft
06.04.2014;22:00:00;---;Ungeprüft
07.04.2014;07:00:00;---;Ungeprüft
07.04.2014;10:00:00;---;Ungeprüft
07.04.2014;16:00:00;---;Ungeprüft
07.04.2014;22:00:00;---;Ungeprüft
08.04.2014;07:00:00;---;Ungeprüft
08.04.2014;10:00:00;---;Ungeprüft
08.04.2014;16:00:00;---;Ungeprüft
08.04.2014;22:00:00;---;Ungeprüft
09.04.2014;07:00:00;---;Ungeprüft
09.04.2014;10:00:00;---;Ungeprüft
09.04.2014;16:00:00;---;Ungeprüft
09.04.2014;22:00:00;---;Ungeprüft
10.04.2014;07:00:00;---;Ungeprüft
10.04.2014;10:00:00;---;Ungeprüft
10.04.2014;16:00:00;---;Ungeprüft
10.04.2014;22:00:00;---;Ungeprüft
11.04.2014;07:00:00;---;Ungeprüft
11.04.2014;10:00:00;---;Ungeprüft
11.04.2014;16:00:00;---;Ungeprüft
11.04.2014;22:00:00;---;Ungeprüft
12.04.2014;07:00:00;---;Ungeprüft
12.04.2014;10:00:00;---;Ungeprüft
12.04.2014;16:00:00;---;Ungeprüft
12.04.2014;22:00:00;---;Ungeprüft
13.04.2014;07:00:00;---;Ungeprüft
13.04.2014;10:00:00;---;Ungeprüft
13.04.2014;16:00:00;---;Ungeprüft
13.04.2014;22:00:00;---;Ungeprüft
14.04.2014;07:00:00;4;Ungeprüft
14.04.2014;10:00:00;3;Ungeprüft
14.04.2014;16:00:00;4;Ungeprüft
14.04.2014;22:00:00;3;Ungeprüft
15.04.2014;07:00:00;5;Ungeprüft
15.04.2014;10:00:00;3;Ungeprüft
15.04.2014;16:00:00;8;Ungeprüft
15.04.2014;22:00:00;2;Ungeprüft
16.04.2014;07:00:00;---;Ungeprüft
16.04.2014;10:00:00;---;Ungeprüft
16.04.2014;16:00:00;---;Ungeprüft
16.04.2014;22:00:00;---;Ungeprüft
17.04.2014;07:00:00;---;Ungeprüft
17.04.2014;10:00:00;---;Ungeprüft
17.04.2014;16:00:00;---;Ungeprüft
17.04.2014;22:00:00;---;Ungeprüft
18.04.2014;07:00:00;---;255
18.04.2014;10:00:00;---;255
25.12.2014;07:00:00;---;255
25.12.2014;10:00:00;3;Ungeprüft
25.12.2014;16:00:00;4;Ungeprüft
25.12.2014;22:00:00;4;Ungeprüft
26.12.2014;07:00:00;---;Ungeprüft
26.12.2014;10:00:00;---;Ungeprüft
26.12.2014;16:00:00;---;Ungeprüft
26.12.2014;22:00:00;---;Ungeprüft
27.12.2014;07:00:00;---;Ungeprüft
27.12.2014;10:00:00;---;Ungeprüft
27.12.2014;16:00:00;---;Ungeprüft
27.12.2014;22:00:00;---;Ungeprüft
28.12.2014;07:00:00;2;Ungeprüft
28.12.2014;10:00:00;2;Ungeprüft
28.12.2014;16:00:00;4;Ungeprüft
28.12.2014;22:00:00;3;Ungeprüft
29.12.2014;07:00:00;2;Ungeprüft
29.12.2014;10:00:00;3;Ungeprüft
29.12.2014;16:00:00;2;Ungeprüft
29.12.2014;22:00:00;3;Ungeprüft
30.12.2014;07:00:00;---;Ungeprüft
30.12.2014;10:00:00;---;Ungeprüft
30.12.2014;16:00:00;---;Ungeprüft
30.12.2014;22:00:00;---;Ungeprüft
31.12.2014;07:00:00;---;Ungeprüft
31.12.2014;10:00:00;---;Ungeprüft
31.12.2014;16:00:00;---;Ungeprüft
31.12.2014;22:00:00;---;Ungeprüft
01.01.2015;07:00:00;---;Ungeprüft
01.01.2015;10:00:00;---;Ungeprüft
01.01.2015;16:00:00;---;Ungeprüft
01.01.2015;22:00:00;---;Ungeprüft
02.01.2015;07:00:00;---;Ungeprüft
02.01.2015;10:00:00;---;Ungeprüft
02.01.2015;16:00:00;---;Ungeprüft
02.01.2015;22:00:00;---;Ungeprüft
03.01.2015;07:00:00;3;Ungeprüft
03.01.2015;10:00:00;4;Ungeprüft
03.01.2015;16:00:00;4;Ungeprüft
03.01.2015;22:00:00;4;Ungeprüft
04.01.2015;07:00:00;3;Ungeprüft
04.01.2015;10:00:00;3;Ungeprüft
04.01.2015;16:00:00;3;Ungeprüft
04.01.2015;22:00:00;4;Ungeprüft
05.01.2015;07:00:00;4;Ungeprüft
05.01.2015;10:00:00;4;Ungeprüft
05.01.2015;16:00:00;3;Ungeprüft
05.01.2015;22:00:00;4;Ungeprüft
06.01.2015;07:00:00;---;Ungeprüft
06.01.2015;10:00:00;---;Ungeprüft
06.01.2015;16:00:00;---;Ungeprüft
06.01.2015;22:00:00;---;Ungeprüft
07.01.2015;07:00:00;---;Ungeprüft
07.01.2015;10:00:00;---;Ungeprüft
07.01.2015;16:00:00;---;Ungeprüft
07.01.2015;22:00:00;---;Ungeprüft
08.01.2015;07:00:00;---;Ungeprüft
08.01.2015;10:00:00;---;Ungeprüft
08.01.2015;16:00:00;---;Ungeprüft
08.01.2015;22:00:00;---;Ungeprüft
09.01.2015;07:00:00;---;Ungeprüft
09.01.2015;10:00:00;---;Ungeprüft
09.01.2015;16:00:00;---;Ungeprüft
09.01.2015;22:00:00;---;Ungeprüft
10.01.2015;07:00:00;---;Ungeprüft
10.01.2015;10:00:00;---;Ungeprüft
10.01.2015;16:00:00;---;Ungeprüft
10.01.2015;22:00:00;---;Ungeprüft
11.01.2015;07:00:00;---;Ungeprüft
11.01.2015;10:00:00;---;Ungeprüft
11.01.2015;16:00:00;---;Ungeprüft
11.01.2015;22:00:00;---;Ungeprüft
12.01.2015;07:00:00;---;Ungeprüft
12.01.2015;10:00:00;---;Ungeprüft
12.01.2015;16:00:00;---;Ungeprüft
12.01.2015;22:00:00;---;Ungeprüft
13.01.2015;07:00:00;---;Ungeprüft
13.01.2015;10:00:00;---;Ungeprüft
13.01.2015;16:00:00;---;Ungeprüft
13.01.2015;22:00:00;---;Ungeprüft
14.01.2015;07:00:00;---;Ungeprüft
14.01.2015;10:00:00;---;Ungeprüft
14.01.2015;16:00:00;---;Ungeprüft
14.01.2015;22:00:00;---;Ungeprüft
15.01.2015;07:00:00;---;Ungeprüft
15.01.2015;10:00:00;---;Ungeprüft
15.01.2015;16:00:00;---;Ungeprüft
15.01.2015;22:00:00;---;Ungeprüft
16.01.2015;07:00:00;---;Ungeprüft
16.01.2015;10:00:00;---;Ungeprüft
16.01.2015;16:00:00;---;Ungeprüft
16.01.2015;22:00:00;---;Ungeprüft
17.01.2015;07:00:00;---;Ungeprüft
17.01.2015;10:00:00;---;Ungeprüft
17.01.2015;16:00:00;---;Ungeprüft
17.01.2015;22:00:00;---;Ungeprüft
18.01.2015;07:00:00;---;Ungeprüft
18.01.2015;10:00:00;---;Ungeprüft
18.01.2015;16:00:00;---;Ungeprüft
18.01.2015;22:00:00;---;Ungeprüft
19.01.2015;07:00:00;---;Ungeprüft
19.01.2015;10:00:00;---;Ungeprüft
19.01.2015;16:00:00;---;Ungeprüft
19.01.2015;22:00:00;---;Ungeprüft
20.01.2015;07:00:00;---;Ungeprüft
20.01.2015;10:00:00;---;Ungeprüft
20.01.2015;16:00:00;---;Ungeprüft
20.01.2015;22:00:00;---;Ungeprüft
21.01.2015;07:00:00;---;Ungeprüft
21.01.2015;10:00:00;---;Ungeprüft
21.01.2015;16:00:00;---;Ungeprüft
21.01.2015;22:00:00;---;Ungeprüft
22.01.2015;07:00:00;---;Ungeprüft
22.01.2015;10:00:00;---;Ungeprüft
22.01.2015;16:00:00;---;Ungeprüft
22.01.2015;22:00:00;---;Ungeprüft
23.01.2015;07:00:00;---;Ungeprüft
23.01.2015;10:00:00;---;Ungeprüft
23.01.2015;16:00:00;---;Ungeprüft
23.01.2015;22:00:00;---;Ungeprüft
24.01.2015;07:00:00;---;Ungeprüft
24.01.2015;10:00:00;---;Ungeprüft
24.01.2015;16:00:00;---;Ungeprüft
24.01.2015;22:00:00;---;Ungeprüft
25.01.2015;07:00:00;0;Ungeprüft
25.01.2015;10:00:00;0;Ungeprüft
25.01.2015;16:00:00;2;Ungeprüft
25.01.2015;22:00:00;2;Ungeprüft
26.01.2015;07:00:00;1;Ungeprüft
26.01.2015;10:00:00;0;Ungeprüft
26.01.2015;16:00:00;0;Ungeprüft
26.01.2015;22:00:00;3;Ungeprüft
27.01.2015;07:00:00;---;Ungeprüft
27.01.2015;10:00:00;---;Ungeprüft
27.01.2015;16:00:00;---;Ungeprüft
27.01.2015;22:00:00;---;Ungeprüft
28.01.2015;07:00:00;---;Ungeprüft
28.01.2015;10:00:00;---;Ungeprüft
28.01.2015;16:00:00;---;Ungeprüft
28.01.2015;22:00:00;---;Ungeprüft
29.01.2015;07:00:00;---;Ungeprüft
29.01.2015;10:00:00;---;Ungeprüft
29.01.2015;16:00:00;---;Ungeprüft
29.01.2015;22:00:00;---;Ungeprüft
30.01.2015;07:00:00;---;Ungeprüft
30.01.2015;10:00:00;---;Ungeprüft
30.01.2015;16:00:00;---;Ungeprüft
30.01.2015;22:00:00;---;Ungeprüft
31.01.2015;07:00:00;---;Ungeprüft
31.01.2015;10:00:00;---;Ungeprüft
31.01.2015;16:00:00;---;Ungeprüft
31.01.2015;22:00:00;---;Ungeprüft
01.02.2015;07:00:00;1;Ungeprüft
01.02.2015;10:00:00;0;Ungeprüft
01.02.2015;16:00:00;1;Ungeprüft
01.02.2015;22:00:00;1;Ungeprüft
02.02.2015;07:00:00;---;Ungeprüft
02.02.2015;10:00:00;---;Ungeprüft
02.02.2015;16:00:00;---;Ungeprüft
02.02.2015;22:00:00;---;Ungeprüft
03.02.2015;07:00:00;---;Ungeprüft
03.02.2015;10:00:00;---;Ungeprüft
03.02.2015;16:00:00;---;Ungeprüft
03.02.2015;22:00:00;---;Ungeprüft
04.02.2015;07:00:00;---;Ungeprüft
04.02.2015;10:00:00;---;Ungeprüft
04.02.2015;16:00:00;---;Ungeprüft
04.02.2015;22:00:00;---;Ungeprüft
05.02.2015;07:00:00;---;Ungeprüft
05.02.2015;10:00:00;---;Ungeprüft
05.02.2015;16:00:00;---;Ungeprüft
05.02.2015;22:00:00;---;Ungeprüft
06.02.2015;07:00:00;---;Ungeprüft
06.02.2015;10:00:00;---;Ungeprüft
06.02.2015;16:00:00;---;Ungeprüft
06.02.2015;22:00:00;---;Ungeprüft
07.02.2015;07:00:00;---;Ungeprüft
07.02.2015;10:00:00;---;Ungeprüft
07.02.2015;16:00:00;---;Ungeprüft
07.02.2015;22:00:00;---;Ungeprüft
08.02.2015;07:00:00;2;Ungeprüft
08.02.2015;10:00:00;4;Ungeprüft
08.02.2015;16:00:00;4;Ungeprüft
08.02.2015;22:00:00;4;Ungeprüft
09.02.2015;07:00:00;7;Ungeprüft
09.02.2015;10:00:00;3;Ungeprüft
09.02.2015;16:00:00;3;Ungeprüft
09.02.2015;22:00:00;2;Ungeprüft
10.02.2015;07:00:00;---;Ungeprüft
10.02.2015;10:00:00;---;Ungeprüft
10.02.2015;16:00:00;---;Ungeprüft
10.02.2015;22:00:00;---;Ungeprüft
11.02.2015;07:00:00;---;Ungeprüft
11.02.2015;10:00:00;---;Ungeprüft
11.02.2015;16:00:00;---;Ungeprüft
11.02.2015;22:00:00;---;Ungeprüft
12.02.2015;07:00:00;---;Ungeprüft
12.02.2015;10:00:00;---;Ungeprüft
12.02.2015;16:00:00;---;Ungeprüft
12.02.2015;22:00:00;---;Ungeprüft
13.02.2015;07:00:00;---;Ungeprüft
13.02.2015;10:00:00;---;Ungeprüft
13.02.2015;16:00:00;---;Ungeprüft
13.02.2015;22:00:00;---;Ungeprüft
14.02.2015;07:00:00;---;Ungeprüft
14.02.2015;10:00:00;---;Ungeprüft
14.02.2015;16:00:00;---;Ungeprüft
14.02.2015;22:00:00;---;Ungeprüft
15.02.2015;07:00:00;---;Ungeprüft
15.02.2015;10:00:00;---;Ungeprüft
15.02.2015;16:00:00;---;Ungeprüft
15.02.2015;22:00:00;---;Ungeprüft
16.02.2015;07:00:00;---;Ungeprüft
16.02.2015;10:00:00;---;Ungeprüft
16.02.2015;16:00:00;---;Ungeprüft
16.02.2015;22:00:00;---;Ungeprüft
17.02.2015;07:00:00;---;Ungeprüft
17.02.2015;10:00:00;---;Ungeprüft
17.02.2015;16:00:00;---;Ungeprüft
17.02.2015;22:00:00;---;Ungeprüft
18.02.2015;07:00:00;---;255
18.02.2015;10:00:00;---;255
19.02.2015;07:00:00;---;255
19.02.2015;10:00:00;---;Ungeprüft
19.02.2015;16:00:00;---;Ungeprüft
19.02.2015;22:00:00;---;Ungeprüft
20.02.2015;07:00:00;---;Ungeprüft
20.02.2015;10:00:00;---;Ungeprüft
20.02.2015;16:00:00;---;Ungeprüft
20.02.2015;22:00:00;---;Ungeprüft
21.02.2015;07:00:00;---;Ungeprüft
21.02.2015;10:00:00;---;Ungeprüft
21.02.2015;16:00:00;---;Ungeprüft
21.02.2015;22:00:00;---;Ungeprüft
22.02.2015;07:00:00;---;Ungeprüft
22.02.2015;10:00:00;---;Ungeprüft
22.02.2015;16:00:00;---;Ungeprüft
22.02.2015;22:00:00;---;Ungeprüft
23.02.2015;07:00:00;---;Ungeprüft
23.02.2015;10:00:00;---;Ungeprüft
23.02.2015;16:00:00;---;Ungeprüft
23.02.2015;22:00:00;---;Ungeprüft
24.02.2015;07:00:00;2;Ungeprüft
24.02.2015;10:00:00;3;Ungeprüft
24.02.2015;16:00:00;3;Ungeprüft
24.02.2015;22:00:00;2;Ungeprüft
25.02.2015;07:00:00;---;Ungeprüft
25.02.2015;10:00:00;---;Ungeprüft
25.02.2015;16:00:00;---;Ungeprüft
25.02.2015;22:00:00;---;Ungeprüft
26.02.2015;07:00:00;---;255
26.02.2015;10:00:00;---;255
27.02.2015;07:00:00;---;255
27.02.2015;10:00:00;---;Ungeprüft
27.02.2015;16:00:00;---;Ungeprüft
27.02.2015;22:00:00;---;Ungeprüft
28.02.2015;07:00:00;---;Ungeprüft
28.02.2015;10:00:00;---;Ungeprüft
28.02.2015;16:00:00;---;Ungeprüft
28.02.2015;22:00:00;---;Ungeprüft
01.03.2015;07:00:00;---;Ungeprüft
01.03.2015;10:00:00;---;Ungeprüft
01.03.2015;16:00:00;---;Ungeprüft
01.03.2015;22:00:00;---;Ungeprüft
02.03.2015;07:00:00;---;Ungeprüft
02.03.2015;10:00:00;---;Ungeprüft
02.03.2015;16:00:00;---;Ungeprüft
02.03.2015;22:00:00;---;Ungeprüft
03.03.2015;07:00:00;---;Ungeprüft
03.03.2015;10:00:00;---;Ungeprüft
03.03.2015;16:00:00;---;Ungeprüft
03.03.2015;22:00:00;---;Ungeprüft
04.03.2015;07:00:00;---;Ungeprüft
04.03.2015;10:00:00;---;Ungeprüft
04.03.2015;16:00:00;---;Ungeprüft
04.03.2015;22:00:00;---;Ungeprüft
05.03.2015;07:00:00;---;Ungeprüft
05.03.2015;10:00:00;---;Ungeprüft
05.03.2015;16:00:00;---;Ungeprüft
05.03.2015;22:00:00;---;Ungeprüft
06.03.2015;07:00:00;---;Ungeprüft
06.03.2015;10:00:00;---;Ungeprüft
06.03.2015;16:00:00;---;Ungeprüft
06.03.2015;22:00:00;---;Ungeprüft
07.03.2015;07:00:00;---;Ungeprüft
07.03.2015;10:00:00;---;Ungeprüft
07.03.2015;16:00:00;---;Ungeprüft
07.03.2015;22:00:00;---;Ungeprüft
08.03.2015;07:00:00;---;Ungeprüft
08.03.2015;10:00:00;---;Ungeprüft
08.03.2015;16:00:00;---;Ungeprüft
08.03.2015;22:00:00;---;Ungeprüft
09.03.2015;07:00:00;---;255
09.03.2015;10:00:00;---;255
10.03.2015;07:00:00;---;255
10.03.2015;10:00:00;---;Ungeprüft
10.03.2015;16:00:00;---;Ungeprüft
10.03.2015;22:00:00;---;Ungeprüft
11.03.2015;07:00:00;---;Ungeprüft
11.03.2015;10:00:00;---;Ungeprüft
11.03.2015;16:00:00;---;Ungeprüft
11.03.2015;22:00:00;---;Ungeprüft
12.03.2015;07:00:00;---;Ungeprüft
12.03.2015;10:00:00;---;Ungeprüft
12.03.2015;16:00:00;---;Ungeprüft
12.03.2015;22:00:00;---;Ungeprüft
13.03.2015;07:00:00;---;Ungeprüft
13.03.2015;10:00:00;---;Ungeprüft
13.03.2015;16:00:00;---;Ungeprüft
13.03.2015;22:00:00;---;Ungeprüft
14.03.2015;07:00:00;---;Ungeprüft
14.03.2015;10:00:00;---;Ungeprüft
14.03.2015;16:00:00;---;Ungeprüft
14.03.2015;22:00:00;---;Ungeprüft
15.03.2015;07:00:00;---;255
15.03.2015;10:00:00;---;255
16.03.2015;07:00:00;---;255
16.03.2015;10:00:00;---;Ungeprüft
16.03.2015;16:00:00;---;Ungeprüft
16.03.2015;22:00:00;---;Ungeprüft
17.03.2015;07:00:00;---;255
17.03.2015;10:00:00;---;255
18.03.2015;07:00:00;---;255
18.03.2015;10:00:00;---;Ungeprüft
18.03.2015;16:00:00;---;Ungeprüft
18.03.2015;22:00:00;---;Ungeprüft
19.03.2015;07:00:00;---;Ungeprüft
19.03.2015;10:00:00;---;Ungeprüft
19.03.2015;16:00:00;---;Ungeprüft
19.03.2015;22:00:00;---;Ungeprüft
20.03.2015;07:00:00;---;Ungeprüft
20.03.2015;10:00:00;---;Ungeprüft
20.03.2015;16:00:00;---;Ungeprüft
20.03.2015;22:00:00;---;Ungeprüft
21.03.2015;07:00:00;---;Ungeprüft
21.03.2015;10:00:00;---;Ungeprüft
21.03.2015;16:00:00;---;Ungeprüft
21.03.2015;22:00:00;---;Ungeprüft
22.03.2015;07:00:00;---;Ungeprüft
22.03.2015;10:00:00;---;Ungeprüft
22.03.2015;16:00:00;---;Ungeprüft
22.03.2015;22:00:00;---;Ungeprüft
23.03.2015;07:00:00;---;Ungeprüft
23.03.2015;10:00:00;---;Ungeprüft
23.03.2015;16:00:00;---;Ungeprüft
23.03.2015;22:00:00;---;Ungeprüft
24.03.2015;07:00:00;---;255
24.03.2015;10:00:00;---;255
26.03.2015;07:00:00;---;255
26.03.2015;10:00:00;---;Ungeprüft
26.03.2015;16:00:00;---;Ungeprüft
26.03.2015;22:00:00;---;Ungeprüft
27.03.2015;07:00:00;2;Ungeprüft
27.03.2015;10:00:00;2;Ungeprüft
27.03.2015;16:00:00;2;Ungeprüft
27.03.2015;22:00:00;3;Ungeprüft
28.03.2015;07:00:00;---;Ungeprüft
28.03.2015;10:00:00;---;Ungeprüft
28.03.2015;16:00:00;---;Ungeprüft
28.03.2015;22:00:00;---;Ungeprüft
29.03.2015;07:00:00;---;Ungeprüft
29.03.2015;10:00:00;---;Ungeprüft
29.03.2015;16:00:00;---;Ungeprüft
29.03.2015;22:00:00;---;Ungeprüft
30.03.2015;07:00:00;4;Ungeprüft
30.03.2015;10:00:00;3;Ungeprüft
30.03.2015;16:00:00;4;Ungeprüft
30.03.2015;22:00:00;4;Ungeprüft
31.03.2015;07:00:00;---;Ungeprüft
31.03.2015;10:00:00;---;Ungeprüft
31.03.2015;16:00:00;---;Ungeprüft
31.03.2015;22:00:00;---;Ungeprüft
01.04.2015;07:00:00;---;Ungeprüft
01.04.2015;10:00:00;---;Ungeprüft
01.04.2015;16:00:00;---;Ungeprüft
01.04.2015;22:00:00;---;Ungeprüft
02.04.2015;07:00:00;---;Ungeprüft
02.04.2015;10:00:00;---;Ungeprüft
02.04.2015;16:00:00;---;Ungeprüft
02.04.2015;22:00:00;---;Ungeprüft
03.04.2015;07:00:00;---;Ungeprüft
03.04.2015;10:00:00;---;Ungeprüft
03.04.2015;16:00:00;---;Ungeprüft
03.04.2015;22:00:00;---;Ungeprüft
04.04.2015;07:00:00;---;Ungeprüft
04.04.2015;10:00:00;---;Ungeprüft
04.04.2015;16:00:00;---;Ungeprüft
04.04.2015;22:00:00;---;Ungeprüft
05.04.2015;07:00:00;---;Ungeprüft
05.04.2015;10:00:00;---;Ungeprüft
05.04.2015;16:00:00;---;Ungeprüft
05.04.2015;22:00:00;---;Ungeprüft
06.04.2015;07:00:00;2;Ungeprüft
06.04.2015;10:00:00;1;Ungeprüft
06.04.2015;16:00:00;2;Ungeprüft
06.04.2015;22:00:00;2;Ungeprüft
07.04.2015;07:00:00;---;Ungeprüft
07.04.2015;10:00:00;---;Ungeprüft
07.04.2015;16:00:00;---;Ungeprüft
07.04.2015;22:00:00;---;Ungeprüft
08.04.2015;07:00:00;---;Ungeprüft
08.04.2015;10:00:00;---;Ungeprüft
08.04.2015;16:00:00;---;Ungeprüft
08.04.2015;22:00:00;---;Ungeprüft
09.04.2015;07:00:00;---;Ungeprüft
09.04.2015;10:00:00;---;Ungeprüft
09.04.2015;16:00:00;---;Ungeprüft
09.04.2015;22:00:00;---;Ungeprüft
10.04.2015;07:00:00;---;Ungeprüft
10.04.2015;10:00:00;---;Ungeprüft
10.04.2015;16:00:00;---;Ungeprüft
10.04.2015;22:00:00;---;Ungeprüft
11.04.2015;07:00:00;---;Ungeprüft
11.04.2015;10:00:00;---;Ungeprüft
11.04.2015;16:00:00;---;Ungeprüft
11.04.2015;22:00:00;---;Ungeprüft
12.04.2015;07:00:00;---;Ungeprüft
12.04.2015;10:00:00;---;Ungeprüft
12.04.2015;16:00:00;---;Ungeprüft
12.04.2015;22:00:00;---;Ungeprüft
13.04.2015;07:00:00;---;Ungeprüft
13.04.2015;10:00:00;---;Ungeprüft
13.04.2015;16:00:00;---;Ungeprüft
13.04.2015;22:00:00;---;Ungeprüft
